id,1hr,3hr,5hr,6hr,6hr,7hr,8hr
S3_H_T17558,9.3655,7.5492,6.6222,5.8109,5.6137,5.689,5.3612
S3_H_T17559,7.5586,5.8487,5.0372,4.9178,4.1663,4.4552,3.662
S3_H_T17561,7.391,5.4768,4.6502,3.9849,3.7068,3.3691,3.2475
S3_H_T17562,8.4862,7.4661,6.5645,5.8109,5.9548,5.7594,5.3047
S3_H_T17568,6.7865,5.9439,5.1197,4.6954,5.0992,4.6156,4.1209
S3_H_T17569,6.5237,5.1967,3.5347,3.2146,4.0288,3.2146,3.2146
S3_H_T1757,6.5593,5.2962,4.1197,4.4324,4.0288,3.5388,3.2475
S3_H_T17570,9.0586,7.7022,6.5936,6.1104,5.8768,5.4116,4.8309
S3_H_T17579,6.5941,4.8487,3.9498,3.3328,3.5142,3.5388,3.2146
S3_H_T17583,6.4498,5.0332,3.9498,3.5255,3.2918,3.2146,3.2146
S3_H_T17593,7.9014,6.1707,4.8566,4.3328,4.1663,4.0686,3.2475
S3_H_T17594,7.3711,5.7816,3.7571,3.5255,3.5142,3.2146,3.2475
S3_H_T17596,6.4498,4.4768,3.5347,3.5255,3.2918,3.3691,3.2146
S3_H_T17599,7.4679,6.3201,6.2352,5.9517,6.0644,5.0678,4.9829
S3_H_T17606,7.4865,6.5988,6.1197,5.1104,5.4617,5.1222,4.568
S3_H_T17607,6.8739,5.4768,4.5347,3.8474,4.0288,3.5388,3.2146
S3_H_T17608,7.2673,5.7816,4.7571,3.5255,3.7068,3.3691,3.2146
S3_H_T17609,8.2883,6.5988,5.5347,4.9178,4.4073,4.2748,3.662
S3_H_T17610,6.0098,5.8812,4.6502,3.8474,4.4073,3.3691,3.4696
S3_H_T17611,7.3711,6.4554,5.4092,4.3328,4.2918,3.6905,3.2146
S3_H_T17616,6.6935,5.4768,5.1977,4.7734,4.6137,3.6905,3.2475
S3_H_T17617,7.9014,6.1967,5.0372,4.4324,3.8768,4.1754,3.8317
S3_H_T17622,6.5593,4.7112,3.5347,3.2146,3.2146,3.2146,3.2146
S3_H_T17625,9.2828,7.7022,6.2717,5.9178,5.661,5.4116,4.568
S3_H_T17626,6.3313,4.5592,3.2146,3.2146,3.2146,3.2146,3.2146
S3_H_T17631,9.5713,8.6133,7.5043,6.7153,6.9357,6.4543,6.3329
S3_H_T17634,5.903,5.5988,5.1977,4.2259,4.5142,4.0686,3.2475
S3_H_T17635,6.5941,5.5592,5.0372,4.3328,4.6137,3.8279,3.2146
S3_H_T17637,7.8157,5.8812,4.6502,4.3328,4.0288,3.3691,3.662
S3_H_T17642,7.8734,5.9129,5.4733,4.5255,4.7068,3.8279,4.3617
S3_H_T17643,7.0088,5.0898,4.1197,3.9849,3.8768,3.9532,3.2475
S3_H_T17645,6.8454,5.5592,4.8566,3.8474,4.0288,3.3691,3.4696
S3_H_T17649,6.7865,4.6372,3.9498,3.6954,3.2146,3.3691,3.2146
S3_H_T1765,6.3313,4.7112,3.7571,3.2146,3.5142,3.2146,3.2146
S3_H_T17650,8.908,8.1641,8.0893,7.5367,7.6841,6.5763,6.3884
S3_H_T17661,6.2895,5.9129,6.1197,5.2803,5.661,4.1754,4.1209
S3_H_T17662,6.628,5.2473,3.2717,3.3328,3.2146,3.2146,3.2146
S3_H_T17667,7.1082,5.8156,4.2717,4.1104,3.7068,3.2146,3.2146
S3_H_T17668,7.0343,6.4768,5.9941,5.4324,5.4073,4.9524,4.3617
S3_H_T1767,7.541,6.2222,5.5347,5.049,4.8768,4.2748,4.3617
S3_H_T17671,8.0338,6.7112,5.1977,4.3328,4.7068,4.0686,3.9835
S3_H_T17675,7.7402,5.8487,5.1977,4.7734,5.0992,4.2748,4.2463
S3_H_T17678,7.523,5.8156,5.4092,4.6129,4.8768,3.5388,3.2475
S3_H_T1768,7.7402,6.004,4.5347,4.4324,4.4073,3.6905,3.2475
S3_H_T17681,8.6186,7.1837,6.4092,6.0801,5.8361,5.4116,5.0532
S3_H_T17684,7.541,6.1172,5.2717,4.6129,4.6137,4.1754,3.9835
S3_H_T17685,7.1321,5.6747,4.4092,3.8474,3.5142,3.5388,3.2475
S3_H_T1769,7.7402,5.8487,4.6502,4.2259,4.1663,4.1754,3.2475
S3_H_T17690,9.4998,7.6839,6.2717,5.2803,5.9163,4.891,4.4686
S3_H_T17701,6.6935,5.0332,3.9498,3.5255,4.2918,3.3691,3.2146
S3_H_T17703,6.6935,5.4768,4.6502,3.8474,3.7068,3.3691,3.2146
S3_H_T1771,6.6611,4.6372,3.9498,3.5255,3.2918,3.2146,3.2146
S3_H_T17710,7.0088,5.2473,4.2717,3.5255,4.0288,3.5388,3.2146
S3_H_T17715,6.0603,5.5592,4.6502,3.9849,4.0288,3.2146,3.2146
S3_H_T17716,7.8009,6.7112,6.3073,5.9517,6.0644,5.3214,4.6611
S3_H_T17722,6.9563,4.5592,4.5347,3.3328,3.7068,3.2146,3.2146
S3_H_T17724,7.0594,5.8156,5.2717,4.9178,4.9548,4.2748,3.2475
S3_H_T17727,7.5761,5.6372,5.1197,3.8474,4.0288,3.8279,3.4696
S3_H_T17729,7.2887,5.8156,4.9498,4.3328,4.0288,3.9532,3.662
S3_H_T17734,9.2174,7.7902,7.3591,6.8292,6.9357,6.6522,6.2455
S3_H_T17737,7.0343,5.1442,4.4092,3.3328,4.0288,3.5388,3.662
S3_H_T17742,6.9828,5.8812,4.7571,4.1104,4.1663,3.5388,3.2146
S3_H_T17747,6.5941,5.1967,4.4092,3.6954,3.8768,3.2146,3.2146
S3_H_T17750,7.8303,7.1575,6.9498,6.3584,6.3216,5.5766,4.7485
S3_H_T17751,7.0594,6.1967,5.5936,5.3328,5.6137,4.6895,3.662
S3_H_T17755,7.391,5.7816,5.1977,4.3328,4.8768,4.5376,3.8317
S3_H_T17756,6.9019,5.3435,4.2717,3.2146,3.2146,3.2146,3.2475
S3_H_T17767,8.0957,6.6561,5.4092,4.8474,5.4073,4.2748,4.2463
S3_H_T17768,8.0338,7.0187,6.0372,5.2259,5.2304,5.0678,4.6611
S3_H_T17769,6.9828,5.2962,4.4092,3.3328,4.0288,4.2748,3.2146
S3_H_T17771,7.9823,6.6931,5.1197,4.2259,4.7943,4.6895,3.2475
S3_H_T17772,7.7246,6.004,4.2717,3.8474,3.7068,3.5388,3.2146
S3_H_T17775,6.5593,4.7816,3.2146,3.2146,3.2146,3.2146,3.2146
S3_H_T17779,8.3807,7.0898,6.1592,5.6129,5.8768,5.1747,4.568
S3_H_T17780,7.9691,6.5391,5.2717,4.5255,4.7943,3.5388,3.9835
S3_H_T17783,8.6354,6.9743,6.079,4.9849,5.1663,4.8269,4.3617
S3_H_T17784,8.0083,7.1172,6.3421,5.7734,5.7068,4.891,4.9089
S3_H_T17789,7.1321,5.8156,5.0372,4.3328,4.2918,3.9532,3.2475
S3_H_T17790,7.084,6.0898,4.1197,4.3328,4.0288,3.9532,3.4696
S3_H_T17791,8.4862,7.4446,6.7571,5.9517,6.1331,5.5371,5.1844
S3_H_T17793,8.2776,7.1707,6.2352,5.2803,5.4617,5.3214,4.9089
S3_H_T17795,6.4873,4.0898,3.7571,3.2146,3.2146,3.2146,3.2146
S3_H_T17796,8.3301,6.5391,5.5936,4.8474,4.7068,4.5376,3.9835
S3_H_T17799,6.8739,5.3893,3.9498,3.2146,3.7068,3.3691,3.2146
S3_H_T17801,8.7399,6.8651,5.5936,5.049,5.2304,4.891,4.3617
S3_H_T17802,7.084,6.0617,5.904,5.5255,5.5142,4.3678,4.4686
S3_H_T17803,9.0399,7.5791,6.5645,5.3834,6.0644,5.3672,4.9089
S3_H_T17807,6.4114,4.7816,3.2146,3.2146,3.2146,3.2146,3.2146
S3_H_T1781,6.9294,5.5988,4.8566,4.6954,4.1663,4.1754,3.2475
S3_H_T17810,8.4392,6.7816,6.3073,5.3834,5.2304,4.891,4.3617
S3_H_T17812,6.8163,5.4337,4.1197,3.6954,3.8768,3.3691,3.2146
S3_H_T17814,7.0088,5.6372,4.4092,3.8474,4.4073,3.3691,3.2146
S3_H_T17815,7.8157,6.1707,4.5347,4.3328,4.4073,3.5388,3.2146
S3_H_T17818,7.7709,6.1442,5.3421,4.4324,4.6137,3.3691,3.9835
S3_H_T17820,5.7877,5.5186,4.7571,3.9849,4.8768,3.5388,3.8317
S3_H_T17822,6.3719,5.3893,4.9498,3.8474,3.7068,3.6905,3.2146
S3_H_T17823,6.2465,5.5186,4.9498,4.5255,4.1663,4.0686,3.4696
S3_H_T17825,7.2013,6.272,5.5936,5.2803,5.0992,4.4552,4.1209
S3_H_T17827,7.4106,6.2222,4.8566,4.5255,4.1663,3.9532,3.662
S3_H_T17828,6.6935,4.8487,3.2717,3.2146,3.2146,3.2146,3.2146
S3_H_T17832,8.4296,7.3318,6.1977,5.3328,5.2304,4.8269,4.6611
S3_H_T17833,7.8009,6.4768,6.2352,5.3328,5.5142,5.1222,4.7485
S3_H_T17844,6.628,6.3435,6.1197,5.4324,5.661,4.6156,4.3617
S3_H_T17845,7.4491,5.4337,4.6502,4.1104,4.2918,3.8279,3.8317
S3_H_T17846,6.9019,4.9129,3.5347,3.2146,3.2146,3.2146,3.2146
S3_H_T17847,7.541,6.1707,4.9498,4.4324,4.6137,4.1754,3.662
S3_H_T1785,6.8454,4.9129,4.1197,3.5255,3.2146,3.2146,3.2146
S3_H_T17853,8.0589,7.5988,6.4733,5.9178,6.1987,5.4964,4.9089
S3_H_T17855,7.084,5.3435,4.1197,3.5255,3.5142,3.8279,3.2146
S3_H_T17860,7.541,6.3893,5.5347,5.1104,4.8768,3.6905,3.9835
S3_H_T17863,7.541,5.9439,4.4092,3.3328,3.2918,3.3691,3.2146
S3_H_T17866,7.8303,6.2962,5.9498,4.5255,4.6137,4.5376,4.2463
S3_H_T17870,6.9294,6.004,5.4733,4.2259,4.8768,4.0686,4.1209
S3_H_T17873,8.6602,7.2222,6.1592,5.4797,5.7512,5.0678,4.8309
S3_H_T17877,7.5761,6.1442,5.1977,4.2259,4.7943,3.2146,3.4696
S3_H_T17880,6.6935,5.0332,4.2717,3.5255,3.7068,3.2146,3.2146
S3_H_T17881,7.8009,6.272,6.1592,5.5255,5.7068,4.6156,4.4686
S3_H_T17882,7.3711,5.8487,4.4092,4.1104,3.7068,3.2146,3.2146
S3_H_T17884,8.4582,6.5186,5.4733,4.9178,4.7068,4.5376,4.3617
S3_H_T17885,6.7562,4.8487,3.2717,3.2146,3.5142,3.2146,3.2146
S3_H_T1789,7.786,6.1707,5.4733,4.4324,4.7068,4.4552,3.8317
S3_H_T17891,6.9019,5.1442,4.2717,4.1104,3.5142,3.2146,3.2146
S3_H_T17893,8.3301,6.4768,5.904,5.4324,5.7512,5.0678,4.8309
S3_H_T17894,6.4114,4.9129,3.7571,3.2146,3.2918,3.2146,3.2146
S3_H_T17896,7.4679,5.8156,5.6502,5.1104,5.0288,3.8279,3.9835
S3_H_T1790,7.7556,6.1707,4.7571,4.3328,4.5142,3.5388,3.2146
S3_H_T17902,6.9828,5.0332,3.2146,3.2146,3.2918,3.2146,3.2146
S3_H_T17906,7.8734,6.2473,5.4092,4.4324,4.7943,4.0686,3.662
S3_H_T17909,7.0343,6.0617,4.5347,3.6954,3.7068,3.2146,3.2475
S3_H_T17917,6.7562,5.3435,4.5347,3.2146,3.2918,3.2146,3.2146
S3_H_T17918,8.9149,7.9362,6.9941,6.2803,6.0992,5.2741,5.1203
S3_H_T1792,7.1082,6.5391,6.2717,5.2803,5.3507,4.8269,4.9089
S3_H_T17920,9.2062,7.773,6.3421,5.1693,5.661,5.3214,4.2463
S3_H_T17921,7.084,5.3435,4.1197,3.2146,3.2918,3.2146,3.2146
S3_H_T17922,6.7865,5.1442,3.2717,3.2146,3.2146,3.2146,3.2146
S3_H_T17925,6.7562,5.2473,4.5347,3.5255,3.7068,3.2146,3.2146
S3_H_T17928,7.644,6.0898,4.6502,4.2259,3.8768,3.2146,3.4696
S3_H_T17935,8.8942,7.5083,6.6777,6.2534,6.1331,5.6525,5.0532
S3_H_T17936,7.084,6.1967,4.2717,4.1104,3.2146,3.6905,3.2146
S3_H_T17938,6.4873,5.1442,4.2717,3.5255,3.5142,3.6905,3.2146
S3_H_T17944,7.0594,5.0332,3.9498,3.2146,3.7068,3.2146,3.2146
S3_H_T17946,7.2673,5.9129,4.8566,4.1104,4.4073,3.8279,3.9835
S3_H_T17947,8.7321,7.5186,6.5347,5.8109,6.0288,5.5371,4.7485
S3_H_T17949,6.4114,5.7816,5.7571,5.1693,5.6137,4.8269,4.1209
S3_H_T17950,6.5237,4.7112,3.7571,3.2146,3.2146,3.2146,3.2146
S3_H_T17951,7.6605,5.6747,4.4092,3.6954,4.0288,3.2146,3.2146
S3_H_T17952,7.2887,5.2962,3.9498,3.2146,3.2146,3.2146,3.2146
S3_H_T17956,6.628,6.0332,5.4733,5.1693,5.2918,4.3678,3.8317
S3_H_T17958,6.4114,4.8487,3.7571,4.1104,3.2146,3.2146,3.2146
S3_H_T1796,8.7476,7.1442,5.8566,5.1693,5.4073,4.891,3.9835
S3_H_T17967,6.628,5.4337,4.8566,4.2259,4.0288,3.8279,3.662
S3_H_T17976,6.6935,5.9129,4.4092,3.6954,4.0288,3.3691,3.2475
S3_H_T17977,7.5761,5.4337,4.6502,3.5255,3.5142,3.5388,3.2146
S3_H_T17982,7.1082,5.4337,4.5347,4.3328,4.2918,3.5388,3.8317
S3_H_T17987,7.9953,6.6181,5.5347,4.9849,5.661,4.9524,4.8309
S3_H_T1799,7.9424,6.1172,5.1197,3.9849,4.2918,3.5388,3.2146
S3_H_T17994,8.7706,7.3201,6.4733,5.9517,6.1663,4.9524,4.2463
S3_H_T17995,7.0343,6.0332,5.4092,4.1104,4.1663,4.0686,3.8317
S3_H_T17998,6.6611,5.8156,5.7571,4.8474,5.661,4.1754,3.8317
S3_H_T17999,6.6935,5.8156,5.1197,4.5255,4.8768,3.8279,3.2475
S3_H_T1800,6.628,5.0332,3.9498,3.2146,3.7068,3.2146,3.2146
S3_H_T18003,7.2236,5.2473,3.7571,3.3328,3.2146,3.3691,3.2146
S3_H_T18004,6.7865,5.6747,5.0372,4.6129,4.6137,4.1754,3.2146
S3_H_T18005,7.6273,6.5592,5.4092,4.6954,4.7068,4.3678,3.662
S3_H_T18007,7.8734,6.8487,6.079,5.3328,5.0992,4.0686,3.662
S3_H_T18008,7.43,5.7816,3.9498,3.8474,3.8768,3.6905,3.4696
S3_H_T18009,7.7088,5.9439,4.8566,3.6954,3.7068,4.0686,3.4696
S3_H_T1801,6.7865,5.2962,4.5347,3.6954,4.5142,3.5388,3.2475
S3_H_T18016,6.628,4.7112,4.4092,3.3328,3.2918,3.2146,3.2146
S3_H_T18020,7.9558,6.9592,6.2352,5.883,5.661,5.2253,4.568
S3_H_T18023,9.4906,8.2962,7.904,7.468,7.527,6.7931,6.3884
S3_H_T18026,7.9152,6.1442,4.2717,3.6954,3.5142,4.0686,3.662
S3_H_T18029,10.2033,8.3141,7.1786,6.6954,6.7943,6.4754,6.12
S3_H_T18031,7.4491,6.004,3.5347,3.2146,3.2146,3.2146,3.2146
S3_H_T18032,7.4491,5.8156,4.5347,3.2146,3.7068,3.5388,3.4696
S3_H_T18038,7.1082,5.6747,4.4092,4.2259,4.2918,4.0686,3.662
S3_H_T18039,7.6929,6.1707,4.5347,4.1104,4.0288,3.9532,3.4696
S3_H_T1804,6.9563,5.8487,5.8566,4.8474,5.2304,4.4552,4.4686
S3_H_T18056,7.3097,5.6372,4.8566,3.6954,3.2146,3.5388,3.4696
S3_H_T18060,7.3509,5.8487,4.7571,4.1104,4.6137,3.6905,3.4696
S3_H_T18068,6.9019,5.6747,4.5347,3.8474,3.7068,3.9532,3.8317
S3_H_T18070,7.6605,6.0898,5.2717,4.5255,4.9548,4.2748,3.4696
S3_H_T18071,6.9563,5.9129,4.6502,4.4324,4.0288,3.5388,3.2146
S3_H_T18074,7.2236,6.1967,4.7571,4.3328,3.5142,3.2146,3.2475
S3_H_T18078,7.5586,6.4978,5.6502,5.1104,5.0992,4.7599,4.4686
S3_H_T1808,7.0088,5.4768,4.8566,4.2259,4.6137,3.6905,3.2475
S3_H_T18081,7.391,6.4978,5.8077,5.3328,5.3507,5.1747,4.3617
S3_H_T18084,7.4679,5.9743,4.2717,3.9849,3.7068,3.8279,3.2146
S3_H_T18085,6.7252,5.6747,4.4092,3.9849,4.0288,3.3691,3.4696
S3_H_T18086,6.9019,5.4768,4.5347,3.8474,3.8768,3.5388,3.2475
S3_H_T18089,6.5941,4.6372,3.5347,3.3328,3.2146,3.3691,3.2146
S3_H_T18090,8.8802,7.3551,6.8324,6.049,6.1663,5.3672,5.4681
S3_H_T18091,6.4873,4.9743,3.2717,3.2146,3.2146,3.3691,3.2146
S3_H_T18092,7.523,5.9743,5.1977,4.2259,4.6137,3.9532,3.2146
S3_H_T18093,7.0088,4.6372,3.2717,3.2146,3.2918,3.2146,3.2146
S3_H_T18096,6.3313,4.4768,3.2717,3.2146,3.2146,3.2146,3.2146
S3_H_T18097,7.2887,5.5186,4.6502,4.2259,4.1663,3.6905,3.2146
S3_H_T18098,7.2457,6.6561,5.7046,4.8474,5.0288,5.0112,3.8317
S3_H_T18099,7.2013,5.8156,5.0372,3.8474,4.2918,4.1754,4.1209
S3_H_T1810,9.6394,8.2841,6.8077,5.9849,6.3216,5.8906,5.1203
S3_H_T18103,6.6611,5.4337,4.8566,4.4324,4.6137,3.5388,3.2146
S3_H_T18105,7.1786,5.1442,3.5347,3.2146,3.2146,3.3691,3.2146
S3_H_T18108,7.3509,5.0332,3.7571,3.3328,3.8768,3.6905,3.2475
S3_H_T1811,6.6611,5.7469,4.6502,4.1104,4.0288,3.6905,3.9835
S3_H_T18111,6.6935,5.5592,4.1197,3.5255,4.0288,3.2146,3.2146
S3_H_T18115,6.4498,5.0332,4.2717,4.1104,3.8768,3.6905,3.4696
S3_H_T18116,9.3805,7.4117,6.079,5.3328,5.7068,5.0112,4.2463
S3_H_T18117,7.1082,4.8487,3.5347,3.2146,3.2146,3.2146,3.2146
S3_H_T18118,6.7865,5.0898,3.2717,3.2146,3.2146,3.2146,3.2146
S3_H_T18123,7.0088,5.4768,4.8566,4.2259,4.6137,3.6905,3.2475
S3_H_T18126,6.4498,5.1442,3.2146,3.5255,3.2146,3.2146,3.2146
S3_H_T18128,6.5237,5.2473,3.9498,3.2146,3.2146,3.2146,3.2475
S3_H_T18131,7.786,6.3893,5.2717,4.6954,4.6137,4.3678,4.2463
S3_H_T18132,8.1666,7.2597,6.4733,5.9178,5.9548,5.4964,5.4681
S3_H_T18136,6.9563,5.0898,3.9498,3.2146,3.2918,3.2146,3.2146
S3_H_T18140,7.2673,5.9743,4.7571,3.8474,4.2918,3.6905,3.2146
S3_H_T18147,6.8739,5.4337,4.2717,3.6954,3.8768,3.9532,3.8317
S3_H_T1815,9.2667,8.2535,6.904,5.8109,6.5142,6.0949,5.7481
S3_H_T18151,6.4873,4.9743,4.6502,3.3328,3.7068,3.2146,3.2146
S3_H_T18154,9.2559,8.3141,7.6777,7.049,7.1826,6.5567,6.4678
S3_H_T1816,7.0594,5.2473,3.2717,3.2146,3.2146,3.2146,3.2146
S3_H_T18162,7.0343,6.004,5.2717,4.9849,5.1663,4.1754,4.2463
S3_H_T18163,7.523,6.1967,5.1197,4.7734,4.7943,4.3678,3.662
S3_H_T18165,7.6768,5.7112,4.5347,4.1104,4.1663,3.8279,3.2475
S3_H_T18168,8.627,7.8731,7.3591,6.9849,7.0819,6.4754,5.7899
S3_H_T18169,7.2457,5.5186,4.4092,3.9849,3.5142,3.5388,3.2146
S3_H_T18176,6.6935,5.0898,4.5347,3.9849,4.0288,3.8279,3.2146
S3_H_T1818,8.627,7.0617,6.0372,4.6129,4.6137,4.2748,4.3617
S3_H_T18180,7.391,5.9439,5.1197,4.8474,4.4073,4.1754,3.4696
S3_H_T18183,9.458,7.7902,6.7571,5.9178,5.7068,5.3672,5.0532
S3_H_T18184,6.4498,5.1442,4.2717,3.3328,3.2918,3.5388,3.2146
S3_H_T18186,6.5237,5.2473,3.5347,3.2146,3.8768,3.5388,3.2146
S3_H_T18187,6.9294,4.7816,4.4092,3.2146,3.2146,3.2146,3.2146
S3_H_T18188,7.9953,6.5592,6.0372,4.9849,5.1663,4.6156,3.8317
S3_H_T18196,7.8875,6.2222,5.0372,3.6954,4.0288,3.6905,3.2475
S3_H_T1820,8.1078,7.004,5.8566,4.8474,5.1663,4.2748,3.9835
S3_H_T18201,7.2236,5.5592,4.5347,3.3328,4.4073,3.9532,3.2146
S3_H_T18203,4.9052,5.7112,5.5936,4.9849,5.661,3.2146,3.2475
S3_H_T18204,6.5237,4.8487,3.2717,3.2146,3.2146,3.2146,3.2146
S3_H_T18205,7.4106,5.1967,4.6502,3.3328,3.2918,4.0686,3.9835
S3_H_T18207,6.3313,6.0898,5.5347,4.7734,4.8768,3.9532,3.662
S3_H_T18210,7.5049,6.1172,4.6502,3.8474,4.1663,3.3691,3.2146
S3_H_T18219,7.9953,6.6561,5.1977,4.7734,4.8768,4.6156,3.9835
S3_H_T1822,6.2465,5.8487,5.4733,4.9849,4.7943,3.9532,3.9835
S3_H_T18220,9.0144,7.5289,6.4733,5.7734,5.9923,5.3672,5.2458
S3_H_T18222,7.523,6.004,4.9498,3.9849,4.0288,3.6905,3.2475
S3_H_T18233,8.6683,7.3893,6.5645,6.0801,6.1987,5.7594,5.4681
S3_H_T18234,8.2776,6.5592,5.7046,4.7734,5.0288,4.7599,4.568
S3_H_T18236,7.6768,6.4337,5.1977,4.5255,4.7068,4.2748,3.8317
S3_H_T18237,6.4873,5.2962,4.4092,3.5255,4.4073,3.3691,3.2146
S3_H_T18240,6.4873,4.9743,4.1197,3.3328,3.8768,3.2146,3.2146
S3_H_T18242,6.3313,5.0332,4.4092,3.2146,4.1663,3.5388,3.2146
S3_H_T18243,7.5049,5.1967,4.1197,3.3328,3.2918,3.3691,3.2475
S3_H_T1825,7.8303,6.4978,5.5347,4.6954,4.7068,3.6905,3.662
S3_H_T18250,6.8739,6.4337,6.2352,5.883,5.9923,4.891,4.4686
S3_H_T18253,8.4296,7.1967,6.5645,5.883,5.9548,5.7594,5.3047
S3_H_T18256,6.7562,5.2473,4.2717,3.5255,4.0288,3.2146,3.2146
S3_H_T18257,6.9563,5.1967,4.2717,3.2146,3.5142,3.2146,3.2146
S3_H_T18263,8.5931,7.5083,5.9498,5.1693,5.2304,4.0686,3.8317
S3_H_T18264,7.541,5.9439,4.8566,4.2259,4.7943,4.2748,3.662
S3_H_T18265,7.8734,6.0617,4.8566,4.7734,5.0992,4.4552,3.9835
S3_H_T18266,6.9019,5.5592,4.2717,4.1104,4.0288,3.2146,3.2146
S3_H_T18267,6.628,4.8487,3.2717,3.2146,3.2146,3.2146,3.2146
S3_H_T1827,8.1078,6.6747,4.8566,4.2259,4.7943,4.1754,3.8317
S3_H_T18273,7.2457,5.8156,4.8566,4.1104,3.8768,3.8279,3.2146
S3_H_T18276,9.8335,8.2222,7.0372,6.5027,6.5648,6.2249,5.5187
S3_H_T18278,7.391,5.5592,4.8566,4.5255,4.8768,4.3678,3.4696
S3_H_T18279,7.2887,5.4768,4.6502,3.5255,3.2146,3.5388,3.2475
S3_H_T18283,8.9951,7.5492,6.904,6.2534,6.0288,5.4964,5.6149
S3_H_T18286,7.2236,5.8487,5.4092,4.6954,4.7068,4.1754,3.9835
S3_H_T18289,8.3198,6.6747,5.8566,4.9178,4.8768,4.3678,4.1209
S3_H_T1829,6.9828,5.1442,3.9498,3.6954,3.8768,3.2146,3.2146
S3_H_T18291,7.8009,6.272,5.1977,4.6954,5.0288,3.3691,3.2475
S3_H_T18292,6.9019,5.1967,3.9498,3.3328,3.7068,3.2146,3.2146
S3_H_T18293,7.2887,6.4554,6.3073,5.6129,5.9163,5.1747,4.8309
S3_H_T18295,7.4679,5.7816,4.6502,3.8474,4.1663,3.3691,3.2475
S3_H_T18296,7.0343,5.8156,4.9498,4.1104,4.2918,3.5388,3.2146
S3_H_T18297,6.6611,5.4768,4.8566,4.5255,4.0288,3.3691,3.2475
S3_H_T18300,8.4862,6.0898,4.4092,4.6129,4.0288,3.3691,3.4696
S3_H_T18301,7.4106,5.3893,4.1197,3.6954,4.1663,3.6905,3.662
S3_H_T18304,6.7865,4.9129,4.2717,3.6954,3.5142,3.2146,3.2146
S3_H_T18306,7.3509,6.1442,5.0372,4.1104,4.2918,3.3691,3.2475
S3_H_T18309,6.5941,4.4768,3.2146,3.2146,3.2146,3.2146,3.2146
S3_H_T18310,7.3711,5.7816,3.9498,3.5255,3.5142,3.2146,3.2146
S3_H_T18311,7.5586,5.3435,4.1197,3.8474,3.2146,3.2146,3.2475
S3_H_T1832,6.3313,5.8156,5.3421,4.7734,4.6137,3.9532,3.8317
S3_H_T18322,7.2236,6.0617,5.5347,4.1104,5.0288,4.3678,4.1209
S3_H_T18323,9.234,7.9129,7.1786,6.3068,6.7068,5.689,4.7485
S3_H_T18324,7.2457,5.9439,5.1197,4.1104,4.2918,4.0686,3.662
S3_H_T18325,6.9563,5.3893,4.4092,4.2259,3.8768,3.2146,3.2146
S3_H_T18332,6.9019,5.3435,4.6502,3.6954,4.1663,3.5388,3.2475
S3_H_T18333,6.8454,5.0332,3.2717,3.6954,3.7068,3.2146,3.2146
S3_H_T18335,6.4873,5.1967,4.4092,3.3328,4.2918,3.2146,3.2146
S3_H_T18336,6.8163,5.5186,4.9498,4.1104,3.7068,3.5388,3.2475
S3_H_T18338,6.7865,5.3893,5.3421,4.2259,4.7068,3.8279,3.662
S3_H_T1834,6.8454,6.1442,5.1977,4.5255,5.1663,3.9532,3.2146
S3_H_T18342,8.0464,6.6561,5.7571,5.5699,5.7943,4.891,4.6611
S3_H_T18345,6.7562,5.2962,5.0372,4.1104,4.5142,3.6905,3.2146
S3_H_T18346,5.7877,5.8487,5.8566,5.049,5.7068,4.3678,4.6611
S3_H_T18348,6.7252,5.2473,3.9498,3.3328,3.5142,3.2146,3.2146
S3_H_T18350,8.5227,6.9592,5.8077,5.2259,5.4617,5.0112,4.6611
S3_H_T18351,7.2887,5.2962,3.9498,3.2146,3.2146,3.2146,3.2146
S3_H_T18357,7.1082,5.5186,4.5347,3.8474,4.1663,3.5388,3.2475
S3_H_T18359,7.9823,6.9592,5.4092,4.4324,4.7943,3.9532,3.662
S3_H_T18360,7.3711,5.6372,4.2717,3.3328,3.8768,3.2146,3.2146
S3_H_T18363,7.9152,6.2962,4.9498,4.7734,4.7068,4.1754,4.1209
S3_H_T18364,6.5237,4.9743,4.5347,3.5255,3.2146,3.3691,3.2146
S3_H_T18366,8.4769,6.9129,6.1592,5.3328,5.661,5.1747,4.4686
S3_H_T18367,6.628,5.8156,5.5936,4.9178,4.8768,4.8269,3.2475
S3_H_T18369,7.6273,6.2473,5.1977,4.3328,4.7068,4.3678,3.4696
S3_H_T18373,7.43,5.2962,3.7571,3.5255,3.2918,3.3691,3.4696
S3_H_T18375,8.1316,6.8812,5.3421,5.1693,5.0992,4.6156,4.4686
S3_H_T1838,6.628,6.4554,5.6502,5.049,5.5142,4.2748,4.1209
S3_H_T18381,7.523,6.272,5.3421,4.7734,4.1663,3.6905,3.662
S3_H_T18383,7.9424,6.3893,5.4092,4.8474,5.3507,4.7599,4.3617
S3_H_T18384,6.6611,5.6747,4.9498,3.8474,4.4073,3.5388,3.2475
S3_H_T18385,6.4873,4.8487,3.7571,3.2146,3.2146,3.2146,3.2146
S3_H_T18387,6.5941,5.8156,4.9498,4.7734,4.5142,3.9532,3.8317
S3_H_T18393,7.6273,6.7987,6.5043,5.6954,5.9923,5.0112,4.6611
S3_H_T18394,7.7402,6.8323,6.1977,5.4797,5.4617,5.2253,4.7485
