id	 1hr	 2hr	 3hr	 4hr	 6hr	 7hr	 8hr	 9hr	10hr
S2_H_T2761	5.9979	5.1307	4.9494	4.8414	4.0298	3.4483	3.4078	3.2224	3.2224
S2_H_T277	7.8564	7.299	6.7395	6.3127	5.746	5.111	4.3147	3.2664	3.2224
S2_H_T2777	6.0718	5.6536	5.7567	5.6299	4.5443	4.2555	3.4078	3.2224	3.2224
S2_H_T2778	6.5564	5.9877	5.8563	5.4264	5.0298	4.1112	3.8673	3.2224	3.2224
S2_H_T2780	6.7488	5.9877	6.6312	6.3127	5.8074	5.3866	4.1083	3.2224	3.2224
S2_H_T2785	7.7137	7.036	6.722	6.2646	5.746	5.185	4.4078	3.2224	3.2224
S2_H_T2787	7.5682	7.1064	7.3186	7.0544	6.777	6.7819	6.1358	3.2224	3.4893
S2_H_T2789	6.4771	5.7447	6.0083	5.9366	5.5443	4.9506	3.8673	3.2224	3.2224
S2_H_T2796	6.5304	5.5225	6.2471	5.9967	5.6818	4.9506	4.2152	3.2224	3.2224
S2_H_T2797	7.6668	7.1291	6.6498	6.2646	5.3099	5.448	4.4078	3.2224	3.2224
S2_H_T2799	6.8362	6.1069	5.888	5.3362	5.1293	5.3866	3.8673	3.2224	3.2224
S2_H_T280	5.8795	5.1307	5.0083	4.382	3.8074	3.2224	3.2224	3.2224	3.2224
S2_H_T2804	6.142	5.6846	4.6864	4.5519	4.2224	3.6707	3.2224	3.2224	3.2224
S2_H_T2809	6.9964	6.2793	5.9791	5.5519	4.3923	4.8173	3.4078	3.2224	3.2224
S2_H_T2813	6.1759	5.5225	5.6124	5.382	4.8074	4.7211	3.4078	3.2224	3.2224
S2_H_T2814	8.1141	7.3958	6.6682	6.3362	5.5443	5.5069	4.8673	3.6005	3.2224
S2_H_T2820	7.9862	7.2271	7.2099	6.5317	6.4319	5.9074	5.1083	3.4431	3.2224
S2_H_T2826	7.392	6.4148	6.3186	5.9967	5.3099	5.1485	4.4078	3.2224	3.2224
S2_H_T2830	8.8716	8.3137	8.2592	7.9366	7.4703	7.0918	5.9928	4.5234	4.2081
S2_H_T2832	6.364	5.3004	6.4937	6.2646	5.9773	4.5636	3.9928	3.2224	3.2224
S2_H_T2843	7.9573	7.2376	7.1718	6.9669	6.1766	5.9074	5.0517	3.2224	3.4893
S2_H_T2844	6.4217	5.9372	5.7567	5.7395	5.0298	4.618	3.2224	3.2224	3.2224
S2_H_T2846	7.4064	6.9995	7.0369	6.9518	6.3099	5.7457	4.8002	3.2224	3.6495
S2_H_T2849	5.9595	5.1307	5.8239	5.7743	5.3923	4.77	3.8673	3.2224	3.2224
S2_H_T2853	8.8243	8.14	8.3644	8.24	8.1172	7.6895	6.8673	3.2224	5.0439
S2_H_T2855	5.9201	5.5896	5.4088	5.1369	4.6818	4.618	3.7298	3.2224	3.2224
S2_H_T2856	6.364	5.8303	5.7907	5.4264	5.3923	4.8173	3.7298	3.2224	3.2224
S2_H_T2857	7.224	6.5723	7.1059	6.9819	6.2224	5.3866	4.6558	3.2224	3.2224
S2_H_T2859	7.1407	6.2994	6.8074	6.6674	6.2668	5.6959	4.8673	3.2224	3.2224
S2_H_T2872	7.3181	6.487	6.0649	5.7039	5.2224	4.77	3.5778	3.2224	3.2224
S2_H_T2874	7.4206	6.6991	6.2224	5.9967	5.3923	4.8631	3.9928	3.2224	3.2224
S2_H_T2878	7.0339	6.0124	6.3868	6.382	6.2224	5.111	3.7298	3.2224	3.2224
S2_H_T2881	7.4896	6.9236	6.4729	5.9366	5.3099	4.9506	3.9928	3.2224	3.2224
S2_H_T2882	7.3332	6.744	6.1973	5.6299	4.8074	3.7702	3.4078	3.2224	3.2224
S2_H_T2885	6.4771	5.6846	5.0083	4.4694	3.5443	3.8633	3.2224	3.2224	3.2224
S2_H_T2887	7.0339	6.1296	6.3644	5.7039	5.6147	5.2894	3.9928	3.2224	3.2224
S2_H_T2895	5.9979	5.3783	5.8563	5.5113	4.6818	4.1112	3.7298	3.2224	3.2224
S2_H_T2898	6.703	6.0604	6.6124	6.6299	6.3099	5.3549	4.6558	3.2224	3.402
S2_H_T2901	5.7948	5.1307	5.4937	4.7039	4.2224	3.8633	3.2224	3.2224	3.2224
S2_H_T2904	6.209	5.6536	6.1193	6.0258	5.3099	4.6705	3.7298	3.2224	3.2224
S2_H_T2909	8.0697	7.2583	6.6124	6.1893	5.8074	6.0529	5.3147	3.4975	3.2224
S2_H_T2911	6.0718	5.5896	5.3186	4.9055	3.5443	3.8633	3.2224	3.2224	3.2224
S2_H_T2921	5.6576	5.3399	5.7907	5.2889	4.9229	3.9507	3.2224	3.2224	3.2224
S2_H_T2923	6.6316	6.0839	5.4088	4.9669	4.3923	4.7211	3.2224	3.2224	3.2224
S2_H_T2930	6.5819	5.8303	5.7907	5.4264	4.2224	4.3226	3.2224	3.2224	3.2224
S2_H_T2934	5.6089	5.3004	4.3644	3.9669	3.2224	3.2224	3.2224	3.2224	3.2224
S2_H_T2941	7.3629	6.5044	6.1193	6.0258	5.3923	5.2206	4.2152	3.2224	3.2224
S2_H_T2944	5.9201	5.5564	5.7907	5.382	4.8074	4.6705	3.7298	3.2224	3.2224
S2_H_T2948	6.273	5.5564	5.0649	4.5519	4.2224	4.1112	3.2224	3.2224	3.2224
S2_H_T2949	7.3332	6.8157	6.9036	6.6858	6.3923	5.618	4.5778	3.3278	3.2224
S2_H_T2950	7.7479	6.8841	6.9343	6.6299	5.9773	5.4778	4.3147	3.2224	3.2224
S2_H_T2965	6.5819	5.9112	5.8239	5.2889	4.5443	4.3867	3.7298	3.2224	3.2224
S2_H_T2966	7.8459	7.0716	6.2713	5.7395	4.9229	5.3225	3.7298	3.2224	3.2224
S2_H_T2971	4.3412	3.2224	5.5344	5.5914	5.4703	4.1851	4.2152	3.2224	3.2224
S2_H_T2978	6.4771	5.5564	5.1718	4.382	4.2224	4.1112	3.2224	3.2224	3.2224
S2_H_T2983	8.5804	7.8013	7.2952	6.9055	5.8663	5.618	4.4953	3.2224	3.2224
S2_H_T2988	7.2078	6.6212	6.6124	6.2889	6.2668	5.6959	4.4953	3.2224	3.2224
S2_H_T2989	7.7813	7.1735	7.3868	7.1502	6.6818	6.111	5.2152	3.3278	3.5716
S2_H_T2997	7.9766	7.3958	6.888	6.4694	6.0298	6.2893	5.6932	4.1345	3.5716
S2_H_T2998	7.476	6.9746	6.1193	5.7743	5.4703	5.591	4.3147	3.2224	3.2224
S2_H_T300	6.142	5.7447	5.4519	4.8414	3.8074	3.2224	3.2224	3.2224	3.2224
S2_H_T3000	6.4217	5.7447	5.4088	5.0824	4.8074	4.77	3.8673	3.2224	3.2224
S2_H_T3001	6.209	5.3004	5.4088	4.8414	4.2224	3.9507	3.2224	3.2224	3.2224
S2_H_T3010	6.7261	5.8847	5.8239	5.0258	3.2224	4.1112	3.4078	3.2224	3.2224
S2_H_T3012	6.209	5.5564	5.0649	4.7039	4.2224	4.3226	3.8673	3.2224	3.2224
S2_H_T3013	6.3931	5.3783	5.5344	5.5914	4.3923	3.7702	3.2224	3.2224	3.2224
S2_H_T3015	6.3931	5.6846	5.9494	5.7395	5.0298	4.618	3.5778	3.2224	3.2224
S2_H_T3017	6.4217	6.217	5.7907	5.24	3.5443	4.507	3.5778	3.2224	3.2224
S2_H_T3021	6.7261	6.217	6.0923	5.9366	5.4703	4.8631	4.4078	3.2224	3.2224
S2_H_T3022	5.8795	5.2181	4.9494	4.9055	4.5443	3.9507	3.2224	3.2224	3.2224
S2_H_T3031	6.0718	5.3399	5.3186	5.4694	5.0298	4.507	3.9928	3.2224	3.2224
S2_H_T304	6.504	5.8847	5.8563	5.5914	5.3099	4.9924	3.2224	3.2224	3.2224
S2_H_T3040	6.7488	5.9112	5.8563	5.8414	5.0298	4.618	3.9928	3.2224	3.2224
S2_H_T3044	8.2234	7.6047	7.2224	6.3127	5.3099	5.0726	4.2152	3.4975	3.4893
S2_H_T3048	7.106	6.3583	6.0923	5.6674	5.4703	4.5636	3.9928	3.2224	3.2224
S2_H_T3049	6.6796	5.9372	5.9791	5.6299	5.2224	4.77	3.5778	3.2224	3.2224
S2_H_T3052	6.273	5.4157	6.2224	6.1099	5.3099	4.1112	3.7298	3.2224	3.2224
S2_H_T3060	6.142	5.085	4.6124	3.9669	3.5443	3.3229	3.2224	3.2224	3.2224
S2_H_T3062	7.8874	6.9746	7.0226	6.6858	6.2668	5.863	5.2152	3.2224	3.7234
S2_H_T3067	8.8296	8.1895	7.5243	7.0258	6.5078	6.5909	5.4953	4.7643	4.5297
S2_H_T307	6.3931	5.8023	4.888	4.7743	4.2224	4.5636	3.4078	3.2224	3.2224
S2_H_T3070	6.273	5.4157	5.2713	5.1369	4.8074	4.3226	3.2224	3.2224	3.2224
S2_H_T3074	6.8984	5.9627	5.6498	5.24	4.8074	4.5636	3.4078	3.2224	3.2224
S2_H_T3079	6.1073	5.622	5.1718	4.8414	4.8074	4.1112	3.2224	3.2224	3.2224
S2_H_T3080	7.1234	6.3774	6.1718	5.4264	4.9229	4.9506	3.8673	3.2224	3.2224
S2_H_T3089	6.6558	5.9877	6.1718	6.0544	5.8663	5.3549	4.3147	3.2224	3.2224
S2_H_T3092	6.4496	5.9112	6.7043	6.7218	6.2668	5.4177	4.5778	3.2224	3.2224
S2_H_T3094	6.4771	5.8578	5.6864	5.5519	4.8074	4.6705	3.9928	3.2224	3.2224
S2_H_T3097	6.142	5.5225	5.5739	5.24	4.9229	5.2894	4.4953	3.2224	3.2224
S2_H_T3101	7.0522	6.0604	6.8239	6.7914	6.6487	6.2381	5.6558	3.2224	3.6495
S2_H_T3109	6.504	5.8578	5.6124	4.9055	4.2224	4.618	3.2224	3.2224	3.2224
S2_H_T311	6.1073	5.715	4.888	4.1893	4.8074	3.9507	3.4078	3.2224	3.2224
S2_H_T3114	6.142	5.2598	5.4937	4.6299	4.3923	3.6707	3.2224	3.2224	3.2224
S2_H_T312	6.1073	5.7738	6.2224	5.7039	5.3923	4.7211	3.7298	3.2224	3.2224
S2_H_T3121	5.7048	5.3004	4.7567	4.2889	4.3923	4.0332	3.2224	3.2224	3.2224
S2_H_T3124	6.5564	5.7447	5.4937	5.0824	4.3923	3.6707	3.2224	3.2224	3.2224
S2_H_T3125	5.7505	5.5225	4.6864	4.5519	4.0298	3.2224	3.2224	3.2224	3.2224
S2_H_T3129	5.9595	4.886	5.2224	4.7039	4.0298	4.3867	3.2224	3.2224	3.2224
S2_H_T3132	7.1578	6.5217	5.8563	5.4694	4.5443	4.5636	3.8673	3.2224	3.2224
S2_H_T3137	5.7048	5.3783	4.8239	4.5519	4.3923	3.8633	3.2224	3.2224	3.2224
S2_H_T3142	5.9595	5.1307	5.2713	4.7743	4.6818	3.9507	3.2224	3.2224	3.2224
S2_H_T3144	6.9384	6.3193	6.1193	5.8083	4.8074	5.033	3.8673	3.2224	3.2224
S2_H_T3147	7.0704	6.5217	7.0649	6.7914	6.5078	5.7938	4.9314	3.2224	3.2224
S2_H_T3150	6.364	5.6536	6.2471	6.1633	6.0298	5.033	4.5778	3.2224	3.2224
S2_H_T3154	5.6089	5.1751	6.0649	5.7743	5.1293	4.3226	3.2224	3.2224	3.2224
S2_H_T316	6.5819	5.8847	6.4937	6.4264	6.0298	5.4778	4.6558	3.2224	3.2224
S2_H_T3160	6.8148	6.0124	5.5344	5.0824	4.0298	4.507	3.2224	3.2224	3.2224
S2_H_T3161	7.0153	6.3389	6.3186	5.9366	5.1293	4.77	3.5778	3.2224	3.2224
S2_H_T3164	6.273	5.6846	6.5932	6.4694	5.8663	5.1485	4.8002	3.2224	3.2224
S2_H_T3165	7.1578	6.7731	6.3868	6.0544	5.3099	5.3549	4.5778	3.2224	3.2224
S2_H_T3166	6.7261	6.2588	6.4088	6.4481	5.6147	4.8631	4.4078	3.2224	3.2224
S2_H_T3168	5.9595	5.2181	5.0083	4.2889	4.2224	3.9507	3.4078	3.2224	3.2224
S2_H_T3171	6.304	5.2598	4.8239	4.6299	3.2224	3.9507	3.2224	3.2224	3.2224
S2_H_T3175	6.273	5.4522	5.6124	5.2889	4.6818	4.0332	3.4078	3.2224	3.2224
S2_H_T318	6.8148	6.3193	6.1973	5.6674	4.9229	4.77	3.8673	3.2224	3.2224
S2_H_T3180	7.4896	6.9236	7.1973	7.0544	6.746	6.3225	5.8002	3.2224	3.5716
S2_H_T3181	5.9979	5.2181	4.5344	4.2889	4.0298	3.2224	3.2224	3.2224	3.2224
S2_H_T3190	7.1578	6.6529	6.4305	5.7743	5.5443	5.3225	3.8673	3.2224	3.2224
S2_H_T3192	7.4624	6.8841	6.2952	5.8738	5.3923	5.0726	4.4953	3.2224	3.2224
S2_H_T3193	6.4771	5.9372	6.0083	5.7039	5.3099	4.618	3.2224	3.2224	3.2224
S2_H_T3194	6.1759	5.2181	5.0649	4.9669	4.0298	3.9507	3.2224	3.2224	3.2224
S2_H_T3196	7.7813	7.3482	7.4412	6.7395	5.9773	5.2554	4.8673	3.2224	3.5716
S2_H_T3199	6.3931	5.4878	5.4937	5.6299	4.9229	4.7211	4.2152	3.2224	3.2224
S2_H_T3208	6.607	5.8303	5.1718	4.7743	3.8074	3.6707	3.2224	3.2224	3.2224
S2_H_T321	6.364	5.9627	6.4305	6.1893	5.4703	4.9075	4.3147	3.2224	3.3091
S2_H_T3210	8.455	7.7942	8.1392	8.033	7.5443	7.1759	6.6558	3.2224	4.6857
S2_H_T3213	5.9979	5.3783	5.4937	5.0258	4.3923	3.9507	3.4078	3.2224	3.2224
S2_H_T3217	7.224	6.9493	6.9494	6.8083	6.6487	6.448	5.6558	3.2224	3.6495
S2_H_T3218	6.958	6.3193	6.4729	6.0258	5.0298	4.77	4.2152	3.2224	3.2224
S2_H_T322	6.304	5.3004	5.3644	5.2889	4.5443	4.6705	3.9928	3.2224	3.2224
S2_H_T3223	6.7711	6.0839	5.1718	4.8414	4.0298	4.0332	3.2224	3.2224	3.2224
S2_H_T3234	5.4518	5.3004	5.1193	4.9055	4.3923	3.8633	3.2224	3.2224	3.2224
S2_H_T3239	5.9595	5.3004	4.6864	4.9055	4.0298	3.8633	3.2224	3.2224	3.2224
S2_H_T324	6.3343	5.5564	5.4088	5.0258	4.5443	4.2555	3.4078	3.2224	3.2224
S2_H_T3242	5.9979	5.7447	5.2224	4.7039	4.0298	4.1112	3.2224	3.2224	3.2224
S2_H_T3250	7.1407	6.5556	6.5932	6.2889	5.746	5.2206	4.1083	3.2224	3.2224
S2_H_T3251	6.1073	5.4878	5.1718	4.2889	3.5443	3.9507	3.2224	3.2224	3.2224
S2_H_T3253	5.2754	4.3024	5.2224	5.6299	5.1293	3.9507	3.4078	3.2224	3.2224
S2_H_T3263	6.7931	6.3389	6.6864	6.4694	5.8663	5.185	4.3147	3.2224	3.2224
S2_H_T3269	5.9979	5.6536	5.8239	5.3362	4.2224	4.4481	3.4078	3.2224	3.2224
S2_H_T3271	7.606	6.8707	6.9938	6.8249	6.0298	5.8403	4.8673	3.2224	3.2224
S2_H_T3272	5.8795	5.3399	5.2713	5.1893	4.0298	3.5638	3.5778	3.2224	3.2224
S2_H_T3277	6.6558	5.9627	6.2224	5.8083	5.3923	4.3226	3.8673	3.2224	3.2224
S2_H_T3279	6.2414	5.8303	5.2713	5.1369	3.8074	4.3226	3.5778	3.2224	3.2224
S2_H_T328	6.364	5.8303	5.4088	4.5519	3.2224	3.2224	3.2224	3.2224	3.2224
S2_H_T3281	5.8795	5.2598	5.2713	5.5519	5.2224	4.7211	3.5778	3.2224	3.2224
S2_H_T3284	5.4518	4.7164	5.5344	5.0824	4.0298	3.8633	3.2224	3.2224	3.2224
S2_H_T3289	6.364	5.8847	5.9494	6.0258	5.6147	4.8631	3.5778	3.2224	3.2224
S2_H_T3296	5.8795	5.1307	5.6124	5.2889	4.6818	4.3226	3.5778	3.2224	3.2224
S2_H_T3299	6.5564	5.7447	5.0083	4.6299	4.2224	3.8633	3.2224	3.2224	3.2224
S2_H_T33	8.0052	7.6047	7.5739	7.48	6.7143	6.0128	4.9928	3.2224	3.4893
S2_H_T330	6.8362	6.4332	6.1718	6.0258	5.2224	4.7211	4.1083	3.2224	3.2224
S2_H_T3302	5.5584	5.4522	4.7567	4.1893	3.8074	3.4483	3.2224	3.2224	3.2224
S2_H_T3303	8.4891	7.993	8.8032	8.7614	8.8518	8.8602	8.532	3.2224	7.2941
S2_H_T3310	5.9595	5.5896	5.8239	5.7395	5.1293	5.185	4.6558	3.2224	3.2224
S2_H_T3314	5.8795	4.9384	5.6498	5.7039	5.3099	4.1851	3.9928	3.2224	3.2224
S2_H_T3318	6.4496	5.8847	5.8563	5.7395	5.1293	4.7211	4.1083	3.2224	3.2224
S2_H_T3319	6.273	5.715	5.5344	5.5914	4.6818	3.7702	3.2224	3.2224	3.2224
S2_H_T3320	7.2078	6.7142	6.722	6.4481	6.1766	5.2206	4.5778	3.2224	3.2224
S2_H_T3324	6.1073	5.085	4.3644	4.5519	3.2224	4.4481	3.2224	3.2224	3.2224
S2_H_T3329	6.5304	5.6536	5.9494	5.9366	5.1293	4.7211	3.4078	3.2224	3.2224
S2_H_T333	6.273	5.6536	6.5932	6.6488	6.3517	6.2206	5.8673	3.2224	4.4449
S2_H_T3331	7.0522	6.487	6.5344	6.3593	5.6818	5.5069	4.1083	3.2224	3.2224
S2_H_T3334	7.2401	6.4514	6.3186	6.1369	5.5443	5.3549	4.3147	3.2224	3.2224
S2_H_T3341	6.0718	5.0378	6.0083	6.1369	6.2224	5.3225	4.5778	3.2224	3.2224
S2_H_T3342	7.3481	6.6212	6.5543	6.0544	5.6818	5.185	4.5778	3.2224	3.2224
S2_H_T3343	7.6787	6.6685	6.4729	6.0544	5.3099	5.111	4.2152	3.2224	3.2224
S2_H_T3346	6.9774	6.2994	6.2471	5.7743	5.4703	5.033	4.2152	3.2224	3.2224
S2_H_T3347	6.703	6.1069	6.7907	6.7743	6.2224	5.5635	4.8002	3.2224	3.2224
S2_H_T3354	5.8795	4.7752	4.6864	3.8414	4.0298	3.9507	3.2224	3.2224	3.2224
S2_H_T3358	6.142	5.3783	5.0649	4.4694	4.3923	4.1112	3.2224	3.2224	3.2224
S2_H_T3360	5.6089	4.6551	5.5344	5.4264	5.1293	4.7211	3.8673	3.2224	3.2224
S2_H_T3364	8.3623	7.7139	8.2409	8.2524	7.6981	7.0725	6.0517	3.2224	3.7234
S2_H_T3367	6.364	5.3783	5.3644	4.9055	4.0298	4.0332	3.5778	3.2224	3.2224
S2_H_T3368	8.8716	8.1118	7.5243	6.9366	5.9773	5.4778	4.9314	3.9518	3.402
S2_H_T337	6.7261	6.0124	5.7907	5.5914	5.1293	4.77	3.5778	3.2224	3.2224
S2_H_T3372	7.1746	6.3193	6.3417	5.9669	5.8074	5.2206	4.4953	3.2224	3.2224
S2_H_T3374	8.0606	7.2788	7.3531	7.0258	6.7143	6.4329	5.3147	3.2224	3.4893
S2_H_T3382	5.7048	5.3004	5.0083	4.2889	3.5443	4.1851	3.2224	3.2224	3.2224
S2_H_T3388	5.8378	5.5896	4.6124	4.5519	4.0298	3.7702	3.2224	3.2224	3.2224
S2_H_T3389	6.0718	5.4878	6.1718	5.9669	5.3923	4.7211	4.8673	3.2224	3.2224
S2_H_T339	6.0353	5.8023	5.1718	4.9669	3.5443	3.8633	3.2224	3.2224	3.2224
S2_H_T3394	5.8795	5.2181	5.8239	5.382	4.9229	4.7211	3.9928	3.2224	3.2224
S2_H_T3397	6.703	5.8023	6.3417	5.7743	5.3099	4.8631	3.8673	3.2224	3.2224
S2_H_T340	7.5294	6.9493	7.3868	7.1369	6.5443	6.111	5.5778	3.2224	3.3091
S2_H_T3403	6.7931	6.1069	6.5739	6.2646	6.2668	5.618	4.5778	3.2224	3.2224
S2_H_T3405	6.6796	6.1296	5.888	5.1369	4.9229	5.111	3.7298	3.2224	3.2224
S2_H_T3406	7.1746	6.5044	6.6498	6.6858	6.7143	6.3708	5.4953	3.2224	3.3091
S2_H_T3416	7.4346	6.5556	5.722	5.2889	5.1293	4.507	4.3147	3.2224	3.2224
S2_H_T342	6.5819	5.9372	6.6312	6.2149	5.9229	5.5355	4.8002	3.2224	3.2224
S2_H_T3420	7.2718	6.4148	6.5142	6.0824	5.3099	5.111	4.4953	3.2224	3.2224
S2_H_T3421	6.7711	5.9112	5.6498	5.6674	5.1293	4.4481	3.7298	3.2224	3.2224
S2_H_T3422	6.142	5.3004	6.4088	6.2149	5.746	5.618	4.4078	3.2224	3.2224
S2_H_T3423	7.0339	6.5556	6.6498	6.3127	5.8074	4.8631	4.1083	3.2224	3.2224
S2_H_T3428	6.142	5.2598	5.8563	5.8738	5.8663	5.4177	4.5778	3.2224	3.2224
S2_H_T3429	6.273	5.4878	5.919	6.1369	5.0298	4.8631	4.6558	3.2224	3.2224
S2_H_T3432	6.607	5.6536	6.1458	5.7039	4.3923	4.618	3.5778	3.2224	3.2224
S2_H_T3433	7.0704	6.4148	6.5932	6.1369	6.0804	5.591	4.5778	3.2664	3.2224
S2_H_T3435	7.7366	6.9746	6.8074	6.4044	6.0804	5.8854	4.6558	3.3866	3.402
S2_H_T3436	7.476	6.7586	7.5142	7.3593	6.4319	5.5355	5.2658	3.2224	3.4893
S2_H_T3439	6.142	5.3004	5.0649	4.4694	3.2224	3.2224	3.2224	3.2224	3.2224
S2_H_T3442	5.9595	5.3004	5.7567	5.0258	4.8074	4.77	3.7298	3.2224	3.2224
S2_H_T3445	6.8572	6.174	5.3644	4.5519	4.2224	4.0332	3.2224	3.2224	3.2224
S2_H_T3446	6.0718	5.3004	6.5344	6.4264	6.0298	5.185	4.9314	3.2224	3.2224
S2_H_T3447	9.5959	8.9199	10.0923	10.1435	10.3335	9.9858	9.6676	3.2224	7.9384
S2_H_T3448	8.9858	8.3814	7.8801	7.5817	6.8948	6.3549	5.1627	3.9902	3.986
S2_H_T3450	6.5819	5.7447	6.2952	6.0544	6.0804	4.9075	4.1083	3.2224	3.2224
S2_H_T3454	6.3343	5.8023	5.3644	4.9055	4.0298	4.0332	3.2224	3.2224	3.2224
S2_H_T3455	6.8572	5.9372	6.4305	5.4264	3.8074	3.4483	3.2224	3.2224	3.2224
S2_H_T3456	8.5804	7.949	7.6498	7.2275	6.8663	6.6574	5.4522	4.7863	4.4006
S2_H_T346	7.7137	6.9105	7.4305	7.0685	6.9773	6.2724	5.5778	3.2224	3.9247
S2_H_T3462	5.9201	5.3004	4.888	4.4694	4.0298	3.7702	3.2224	3.2224	3.2224
S2_H_T3467	7.9766	7.1291	7.1193	6.5519	5.9229	5.618	4.8002	3.4975	3.2224
S2_H_T3471	6.958	6.2588	6.1973	5.7743	5.0298	4.9506	3.7298	3.2224	3.2224
S2_H_T3473	6.0718	5.3783	6.2952	6.1369	5.5443	4.6705	4.1083	3.2224	3.2224
S2_H_T348	6.2414	5.715	4.8239	4.2889	4.2224	3.4483	3.2224	3.2224	3.2224
S2_H_T3481	7.106	6.5388	7.1059	6.7743	5.9229	5.111	4.5778	3.2224	3.2224
S2_H_T3483	7.1578	6.4148	6.4519	5.7039	5.4703	5.3866	4.1083	3.2224	3.2224
S2_H_T349	7.3332	6.2793	6.8074	6.5914	6.2224	5.591	4.6558	3.2224	3.402
S2_H_T3494	5.7505	5.5225	5.1193	4.7743	4.8074	4.3226	3.7298	3.2224	3.2224
S2_H_T3497	7.2718	6.6685	6.8563	6.7218	6.1293	5.0726	4.3147	3.2224	3.2224
S2_H_T35	7.814	6.9236	7.0226	6.6108	5.6147	5.448	4.7298	3.2224	3.2224
S2_H_T3504	7.2401	6.6051	7.0083	6.757	6.6818	5.863	4.9928	3.2224	3.2224
S2_H_T3506	6.504	5.3783	5.9791	5.7039	4.8074	3.6707	3.4078	3.2224	3.2224
S2_H_T351	7.1407	6.2793	7.0923	7.0962	6.777	6.2893	5.362	3.2224	3.3091
S2_H_T3512	6.6796	6.152	5.919	5.4264	5.1293	4.3226	3.2224	3.2224	3.2224
S2_H_T3513	7.0153	6.5044	6.1973	5.7039	5.3923	4.8631	4.1083	3.2224	3.2224
S2_H_T3520	6.209	5.5896	5.5739	5.24	3.8074	3.6707	3.4078	3.2224	3.2224
S2_H_T3526	6.703	6.2994	6.722	6.0824	5.5443	4.77	4.7298	3.2224	3.3091
S2_H_T3527	6.8572	5.9112	5.888	5.382	4.6818	4.507	3.2224	3.2224	3.2224
S2_H_T3532	6.5819	6.174	6.7395	6.5718	6.0804	5.185	4.4953	3.2224	3.2224
S2_H_T3533	7.8032	7.1178	6.7738	6.4481	6.1293	5.9505	5.0517	3.6005	3.6495
S2_H_T3534	7.8032	7.2889	7.2833	6.8249	5.9773	5.5069	4.6558	3.2224	3.2224
S2_H_T354	5.0008	4.2201	5.4937	5.1369	4.9229	4.1112	3.5778	3.2224	3.2224
S2_H_T3542	6.958	6.0839	6.4305	5.8738	5.8663	4.8173	3.5778	3.2224	3.2224
S2_H_T3543	6.4771	5.7738	5.2224	5.4694	4.5443	4.5636	3.2224	3.2224	3.2224
S2_H_T3546	6.209	5.4878	5.8563	5.9967	5.2224	5.1485	4.4078	3.2224	3.2224
S2_H_T3547	7.1578	6.6371	6.7738	6.6108	5.9229	5.8172	4.5778	3.2224	3.2224
S2_H_T3548	8.0787	7.5213	6.9643	6.5718	5.8663	6.1668	4.9928	3.9518	3.5716
S2_H_T3551	6.304	5.8578	5.6498	5.5519	4.8074	4.507	3.8673	3.2224	3.2224
S2_H_T3553	7.5554	6.8841	7.5739	7.5419	6.58	5.2894	4.7298	3.2224	3.2224
S2_H_T3554	6.142	5.4522	5.6124	5.5113	5.3099	4.8631	3.5778	3.2224	3.2224
S2_H_T3555	5.9979	5.4522	6.3417	6.5718	6.0804	5.0726	4.1083	3.2224	3.2224
S2_H_T3562	7.3629	6.7292	7.3302	7.1893	6.9503	6.306	5.5371	3.2224	3.8607
S2_H_T3566	7.3332	6.0604	6.5142	6.0824	5.8074	5.0726	4.3147	3.2224	3.2224
S2_H_T3570	7.3332	6.9365	6.0649	5.8083	5.0298	4.4481	3.2224	3.2224	3.2224
S2_H_T3574	6.3343	5.6846	5.722	5.1893	4.2224	4.1851	3.4078	3.2224	3.2224
S2_H_T3576	6.3343	6.0604	5.6124	4.7039	4.9229	4.8173	3.8673	3.2224	3.2224
S2_H_T3586	8.42	7.8636	7.3757	6.7914	6.2668	6.2206	5.3147	4.0998	3.7234
S2_H_T359	6.958	6.0604	6.6124	6.0544	5.9229	4.9924	3.9928	3.2224	3.2224
S2_H_T3591	6.209	6.0124	6.5739	6.4044	5.6147	4.77	4.4078	3.2224	3.2224
S2_H_T3599	8.3175	7.5966	7.504	6.9211	6.58	6.448	5.6173	4.1345	4.3076
S2_H_T3601	7.6549	7.1515	7.2099	7.1369	6.6487	6.033	5.3147	3.2224	3.5716
S2_H_T3603	7.1746	6.2588	6.4729	6.0258	5.8074	5.2894	4.1083	3.2224	3.2224
S2_H_T3609	7.6184	6.9105	6.9494	6.5914	6.0298	5.9505	4.9314	3.2224	3.3091
S2_H_T361	6.8984	6.174	5.9494	5.5914	5.2224	4.6705	3.4078	3.2224	3.2224
S2_H_T3612	7.2401	6.4148	6.0923	5.4264	5.3923	4.4481	3.5778	3.2224	3.2224
S2_H_T3618	6.2414	5.2598	5.3186	5.24	5.1293	4.8631	3.5778	3.2224	3.2224
S2_H_T3623	6.8362	6.5723	5.8239	5.382	4.3923	3.9507	3.2224	3.2224	3.2224
S2_H_T3633	8.1141	7.3864	6.7567	6.24	5.3923	5.7938	4.6558	3.4975	3.2224
S2_H_T3634	6.5819	5.5225	5.3644	4.9669	4.2224	4.1851	3.2224	3.2224	3.2224
S2_H_T3637	6.6796	5.9372	5.2713	4.7743	4.0298	4.0332	3.2224	3.2224	3.2224
