id	1hr	2hr	3hr	4hr	5hr	6hr	7hr	9hr
S1_L_T9419	5.6629	5.2661	6.2337	5.8466	5.9557	5.9055	4.8678	3.4522
S1_L_T9433	5.0835	5.3102	5.6498	4.8181	4.561	4.3915	3.9053	3.0947
S1_L_T9436	5.2287	5.2205	5.0842	5.3563	5.4415	5.1073	3.3916	2.5867
S1_L_T9437	5.274	5.5128	6.1849	5.7127	5.2192	5.4416	4.5368	2.7952
S1_L_T9456	3.3171	4.2733	6.4763	6.0267	6.1697	5.9055	4.168	3.0489
S1_L_T9459	5.941	5.0223	4.9149	4.1703	4.3134	3.7547	3.4909	2.5867
S1_L_T9465	4.7401	5.4745	5.9996	5.7812	5.8665	6.107	4.7919	3.9275
S1_L_T950	4.1973	5.1248	6.0276	5.1644	4.8363	5.0432	2.9073	2.6797
S1_L_T9500	4.5319	4.9119	5.942	5.565	5.2665	5.2842	3.7535	2.5867
S1_L_T9503	6.2441	6.0444	5.9123	5.8466	5.5216	4.9058	4.3901	2.7952
S1_L_T9512	4.3743	4.4416	5.4981	5.0579	5.8968	5.7129	4.3377	3.5541
S1_L_T9517	6.6227	6.2168	6.304	6.0267	5.56	4.8318	4.2833	2.5867
S1_L_T9520	6.9781	6.9335	6.3267	5.9395	6.2659	5.1073	5.226	3.0947
S1_L_T9540	6.6743	6.8159	7.0674	7.1854	7.0928	7.1225	5.8107	4.4521
S1_L_T9555	4.8033	5.1734	5.5375	4.0643	4.561	3.5849	3.5839	2.5867
S1_L_T9571	5.5197	5.3531	5.4981	5.2148	5.1704	5.3386	4.168	2.5867
S1_L_T9573	3.6276	3.863	5.6133	5.4851	5.4821	5.8315	3.9053	2.5867
S1_L_T9592	5.824	5.7235	5.882	5.5256	5.2192	5.3386	4.3901	2.8496
S1_L_T9607	4.7401	4.2733	5.6133	5.0016	5.2192	4.491	4.1066	2.5867
S1_L_T9614	5.4423	5.2205	5.9123	5.9692	5.634	5.2842	4.5826	2.5867
S1_L_T9630	4.922	5.5502	6.1343	6.0267	5.7714	5.4416	5.0417	3.767
S1_L_T9635	5.4815	5.1248	5.787	5.4434	5.56	5.3386	4.5826	2.9021
S1_L_T964	6.1978	5.6905	5.4159	4.6078	4.2205	4.1693	3.9053	2.5867
S1_L_T9640	7.1338	7.0159	6.6118	6.7106	6.0667	5.7129	5.3894	3.6796
S1_L_T9642	4.3743	4.5189	5.5375	5.9092	5.634	5.5378	4.4407	3.3041
S1_L_T9651	2.5867	2.5867	5.2829	5.2148	5.7043	5.9411	3.4909	2.5867
S1_L_T9666	5.6284	5.2205	5.3286	4.4483	5.1198	4.6715	3.9756	3.1391
S1_L_T9667	4.2885	3.863	5.6498	5.2148	4.8363	4.6715	3.0445	2.5867
S1_L_T9678	6.5135	6.5472	6.3927	6.1614	6.1191	5.8689	4.9399	2.7386
S1_L_T9688	3.4807	3.863	4.4195	5.5256	5.7382	5.4905	4.1066	2.5867
S1_L_T9692	4.6047	5.4352	5.4159	5.0016	4.9564	4.0439	3.1697	2.5867
S1_L_T971	5.9962	6.0444	6.1343	6.0547	5.7714	4.9762	3.9756	2.5867
S1_L_T9710	2.6725	4.3599	5.2358	5.565	4.8363	5.391	3.9756	2.5867
S1_L_T9717	2.5867	3.4543	5.4981	4.943	5.0674	5.3386	3.8314	2.5867
S1_L_T9723	4.7401	4.7288	5.4981	5.1644	4.7052	3.5849	2.7558	2.5867
S1_L_T9726	8.5873	8.4445	8.7598	8.3117	8.0392	7.7126	6.8944	4.4869
S1_L_T9730	6.0493	5.5128	5.3286	4.4483	3.8992	3.5849	2.9073	2.5867
S1_L_T9733	5.2287	5.1248	6.055	5.4851	5.013	5.1687	3.7535	2.5867
S1_L_T9745	6.2212	5.8783	6.0819	5.3106	4.9564	3.3925	3.3916	2.5867
S1_L_T9748	6.3538	5.9358	6.281	6.1354	5.5216	5.9411	5.226	3.5541
S1_L_T9761	6.0751	4.5189	4.7229	4.5303	4.6349	3.5849	3.3916	2.5867
S1_L_T9763	5.7295	5.9911	6.1598	6.0547	5.9557	5.5836	4.7524	2.7386
S1_L_T9764	2.6725	3.4543	5.882	6.2365	6.5211	6.6919	5.3369	4.2844
S1_L_T9776	6.0751	5.3531	5.0842	4.7513	4.1211	4.1693	3.2849	2.5867
S1_L_T9786	2.6725	4.4416	5.5375	5.8782	6.1191	6.0753	4.3901	2.5867
S1_L_T9797	4.4552	4.0827	6.0819	5.4005	5.8968	5.4416	4.3901	2.5867
S1_L_T9819	4.6047	5.5128	5.7539	5.2148	5.4821	5.4905	4.8678	3.3426
S1_L_T982	2.9208	3.6038	5.3729	5.4851	5.1704	5.391	3.4909	2.6183
S1_L_T9825	4.6047	5.4352	5.2358	4.3615	3.6367	2.5867	3.1697	2.5867
S1_L_T9829	5.4815	5.0223	5.4159	5.3106	5.1198	5.1687	4.1066	2.5867
S1_L_T9832	6.605	6.8759	6.8653	6.6012	6.597	6.6495	5.44	2.9527
S1_L_T9839	4.8638	5.2661	5.4159	5.7812	5.3123	5.2842	4.4896	3.1391
S1_L_T9846	6.3954	6.5098	6.3267	5.9982	5.7714	5.1687	4.7524	2.7386
S1_L_T9858	6.6573	6.5472	6.6301	6.0267	5.8665	5.7129	5.3634	3.0016
S1_L_T9864	5.274	5.2205	5.6498	5.1121	5.6696	5.0432	4.5368	2.5867
S1_L_T9872	2.5867	3.2876	5.0842	5.3563	5.56	5.9758	3.9756	3.3426
S1_L_T9877	5.9689	6.1696	7.0264	6.441	6.4202	6.2559	5.31	3.7093
S1_L_T9891	5.4021	4.9119	5.2829	4.8181	4.4008	2.9079	3.0445	2.5867
S1_L_T9921	5.593	6.018	6.2095	5.6034	4.7052	3.7547	3.3916	2.5867
S1_L_T9922	6.7724	6.1208	6.1849	5.565	5.634	5.4905	4.168	2.5867
S1_L_T9925	5.9126	6.3067	6.6118	6.2607	6.3991	5.8689	4.9043	2.9021
S1_L_T9928	5.0835	5.4745	5.851	6.1869	5.9557	6.1982	5.0741	3.6492
S1_L_T9931	5.0316	5.3947	6.6482	6.7453	6.1944	6.3114	5.44	3.0016
S1_L_T9936	5.5568	5.6567	5.5375	4.943	5.013	4.3915	3.7535	2.5867
S1_L_T995	2.9208	4.5923	5.6498	4.8181	5.0674	5.1073	3.7535	2.5867
S1_L_T9951	5.9126	5.2661	5.4159	5.4005	5.1198	4.9762	3.2849	2.5867
S1_L_T9958	5.5197	5.1248	5.2358	4.8181	4.7052	5.2842	3.0445	2.5867
S1_L_T9959	5.318	5.5128	6.1849	5.3563	4.561	4.491	4.2268	2.5867
S1_L_T9963	5.6284	5.6567	5.882	5.9692	5.5975	5.5378	3.4909	2.6183
S1_L_T9982	6.5691	6.3707	6.371	5.9692	5.9557	5.628	4.9043	3.7951
S2_H_T1001	5.274	5.1248	5.72	5.6771	5.7382	5.2842	4.4407	2.5867
S2_H_T1003	5.2287	5.3947	5.882	5.6771	5.1198	5.1073	4.67	3.1821
S2_H_T101	4.2885	4.8534	5.9996	5.7473	6.0397	6.1982	4.7524	3.2646
S2_H_T1019	6.2441	6.1934	6.5552	5.8466	5.4821	5.628	4.9043	2.5867
S2_H_T1022	3.8831	3.6038	5.851	6.5233	7.3001	7.7431	5.9037	4.7239
S2_H_T1029	4.8638	5.3947	5.851	5.7127	5.7382	5.4905	4.7524	2.9021
S2_H_T1041	2.5867	2.5867	2.5867	2.7062	3.3157	6.1982	2.5867	2.5867
S2_H_T1059	2.5867	2.5867	3.3401	4.4483	4.9564	7.2837	3.7535	4.4344
S2_H_T1064	5.0835	5.1734	5.6133	4.8819	5.2192	5.2276	3.5839	2.5867
S2_H_T1070	4.8638	5.4352	4.7898	4.6813	4.8976	5.1073	3.9053	2.5867
S2_H_T1079	2.6725	3.2876	5.0842	5.3106	5.2192	6.2839	3.7535	3.3426
S2_H_T1092	5.6966	5.9358	6.0276	5.7812	5.5975	4.3915	4.168	2.5867
S2_H_T1095	3.9956	3.4543	4.6528	4.8181	4.7052	4.6715	3.9053	3.224
S2_H_T1097	4.6047	5.2661	5.72	5.6407	5.8665	5.4416	4.8303	3.2646
S2_H_T1098	6.6573	6.5472	6.9699	6.5031	6.289	6.2559	5.3369	3.9772
S2_H_T1101	5.7932	5.6567	6.349	6.4827	6.0397	6.107	4.8678	2.7386
S2_H_T1103	3.4807	3.7392	5.942	5.6034	5.5216	6.1381	3.9756	2.5867
S2_H_T1120	3.6276	3.977	5.72	5.565	5.7714	5.3386	3.6712	2.9527
S2_H_T1127	5.318	4.9119	5.72	5.7812	5.8038	4.8318	4.2833	2.9527
S2_H_T1135	5.6284	5.0223	5.2829	5.3106	4.7722	3.5849	4.0426	2.5867
S2_H_T1151	5.0835	5.3102	5.4576	5.1121	4.7052	4.1693	3.9053	2.5867
S2_H_T1154	4.7401	4.2733	5.9996	5.0016	4.8976	4.1693	3.4909	2.5867
S2_H_T1155	6.2667	6.3067	6.9699	7.1075	6.8034	6.8501	5.7717	4.6644
S2_H_T1161	6.3325	5.9637	5.9711	5.9982	5.3566	4.584	4.4407	3.0489
S2_H_T1180	5.318	5.4745	5.5375	5.4434	5.2192	4.1693	4.4896	2.5867
S2_H_T1208	3.3171	3.863	4.1409	4.4483	5.4415	4.491	3.4909	2.5867
S2_H_T1228	5.4423	4.7924	5.0842	4.5303	3.4852	3.7547	3.0445	2.5867
S2_H_T1231	3.3171	4.2733	5.6853	4.6078	5.7382	4.8318	4.168	2.5867
S2_H_T1233	4.8033	4.7924	5.8194	5.7127	5.0674	5.1687	3.6712	2.5867
S2_H_T1236	5.7932	5.7235	5.187	5.2148	5.013	4.1693	3.7535	2.5867
S2_H_T1238	3.6276	4.5923	5.787	5.9692	5.634	5.1687	4.5368	2.7952
S2_H_T1249	5.6966	5.7874	6.0276	5.7127	5.1198	5.1687	4.8303	3.1391
S2_H_T125	2.9208	3.863	5.851	5.6407	5.634	5.7129	4.5826	2.9527
S2_H_T1262	7.0837	6.9753	7.1838	6.8607	6.5595	6.107	5.9394	4.4165
S2_H_T1286	5.4815	5.622	5.7539	5.2635	4.8976	4.491	4.0426	2.5867
S2_H_T1287	5.1335	5.9637	5.9996	5.8143	5.4415	5.1073	4.3377	2.6183
S2_H_T1292	4.5319	4.9682	5.5375	4.7513	4.6349	4.7539	3.9756	2.5867
S2_H_T1301	3.4807	3.4543	5.72	5.7812	5.9557	6.3383	5.0741	4.0488
S2_H_T1308	5.6629	6.0703	6.349	6.2845	6.3778	6.1982	5.5592	4.117
S2_H_T1318	5.593	5.8486	6.5359	6.2365	6.2186	5.3386	5.1368	3.4522
S2_H_T1324	2.9208	2.882	5.4981	5.6034	5.8665	6.0753	4.3377	4.0015
S2_H_T1352	3.6276	3.6038	5.187	4.943	3.7739	5.8315	4.4407	2.5867
S2_H_T1361	2.5867	3.4543	5.0299	5.3563	4.9564	5.391	4.168	3.4166
S2_H_T1363	6.2212	6.3284	6.8339	7.0805	6.6691	6.3908	5.7717	3.7385
S2_H_T1365	3.1325	3.7392	5.1365	5.0579	5.5216	5.7535	4.168	2.5867
S2_H_T1374	4.922	5.3531	5.882	5.9692	5.6696	5.1073	4.7118	2.5867
S2_H_T1376	2.5867	3.863	5.187	5.2635	4.8363	5.7535	3.8314	2.5867
S2_H_T1378	5.5568	5.3102	6.2095	6.331	6.0931	5.9758	4.9043	3.4166
S2_H_T1382	4.2885	4.9119	5.4981	5.6771	5.7714	5.8315	4.9043	3.3426
S2_H_T1388	6.1741	6.1208	6.2095	5.9092	5.3566	5.1073	4.4407	3.2646
S2_H_T1389	7.1702	7.0682	7.1587	6.8447	6.8034	5.9411	5.4149	3.2646
S2_H_T139	6.3109	6.1934	7.1838	6.4827	6.3778	6.6708	5.8107	4.4344
S2_H_T1394	3.1325	3.863	5.6498	5.4851	4.9564	6.0429	4.2268	3.4522
S2_H_T1403	2.5867	3.099	5.0299	5.4434	5.8038	6.7533	3.4909	3.2646
S2_H_T1409	5.6284	5.8183	5.5375	5.4005	5.3566	5.2842	4.9746	3.3801
S2_H_T1412	5.1335	5.0223	6.349	6.109	6.0931	5.8689	4.8303	2.9021
S2_H_T1415	4.1	4.0827	5.6133	5.7812	5.8665	5.8315	4.3901	3.1821
S2_H_T1416	5.9689	6.018	6.1598	6.1354	5.3566	5.628	4.5826	3.2646
S2_H_T142	5.9126	5.9358	5.9996	5.4434	5.1704	4.491	3.6712	2.5867
S2_H_T1450	5.318	5.4352	6.1343	5.8466	5.56	5.391	5.0741	3.0489
S2_H_T1453	5.593	5.7235	6.1849	6.376	5.5975	5.8689	5.31	3.902
S2_H_T1470	6.3325	5.9358	6.6838	6.7959	6.1944	5.8689	5.2545	3.5541
S2_H_T1471	7.3503	6.9889	7.5055	7.0805	6.8193	6.2273	6.2256	4.38
S2_H_T1476	4.922	4.7288	5.1365	4.943	4.8363	4.3915	4.3377	3.224
S2_H_T148	5.274	5.6905	7.1838	7.3857	7.3001	7.572	6.363	4.3425
S2_H_T1493	7.2854	7.1796	7.0264	6.8607	6.4614	5.8689	6.0575	3.6492
S2_H_T1501	5.4423	5.2661	5.3286	4.943	4.9564	4.0439	3.9053	2.5867
S2_H_T1515	6.6573	6.3914	6.4558	6.398	6.2659	6.0429	5.1968	3.1821
S2_H_T1541	6.1255	6.3284	5.9123	5.5256	5.9557	4.9762	4.3901	2.7952
S2_H_T1543	3.8831	5.6567	6.304	6.5431	5.9843	5.391	4.7118	2.6797
S2_H_T1546	6.4158	5.9911	6.5743	6.3536	6.0397	5.9411	5.2545	3.7093
S2_H_T1575	4.1973	4.0827	5.9996	5.7127	5.7043	5.3386	4.2833	2.7386
S2_H_T158	8.94	8.4788	8.0802	7.8833	7.6512	7.5022	6.5241	5.0134
S2_H_T1585	2.5867	3.863	5.0299	5.1121	5.4821	5.671	4.2268	2.7952
S2_H_T1592	5.274	5.4352	5.6853	5.4434	5.3566	5.628	4.4407	2.6183
S2_H_T1606	5.274	5.7874	6.2337	5.9982	5.634	5.2842	4.7524	3.3041
S2_H_T1610	3.1325	3.2876	5.5759	4.8819	5.013	4.584	3.4909	2.5867
S2_H_T1616	6.2212	5.8183	6.4964	5.7812	4.4831	3.5849	3.0445	2.5867
S2_H_T1619	3.3171	4.5189	4.8537	5.7812	5.7382	6.0753	4.7919	3.3801
S2_H_T1621	2.5867	3.2876	5.3286	4.7513	5.7714	5.3386	3.9053	2.5867
S2_H_T1631	4.4552	4.4416	6.2337	6.2365	6.0931	6.4661	5.0085	3.487
S2_H_T1632	5.3606	5.3102	5.9711	5.9395	5.1198	5.7535	4.4407	2.8496
S2_H_T1654	5.6966	5.3531	5.5759	5.3563	5.2665	4.7539	3.2849	3.5541
S2_H_T1656	5.3606	5.3947	5.2358	5.1644	4.4831	4.2847	3.1697	2.5867
S2_H_T1658	5.5197	4.7288	4.6528	4.2691	3.4852	2.5867	2.7558	2.5867
S2_H_T1681	6.5691	6.8005	6.9699	6.7792	6.6154	5.9758	5.5362	3.1391
S2_H_T1711	6.3109	6.2624	6.5359	6.0821	5.8355	5.7535	4.7919	3.3801
S2_H_T1717	5.593	5.4745	5.787	5.6407	5.4415	4.7539	3.9756	2.5867
S2_H_T1721	6.1005	5.9911	6.3267	5.8466	6.0123	5.1687	5.0741	2.8496
S2_H_T1722	5.5568	5.8783	6.3927	6.2845	5.7714	5.4905	4.5826	2.9527
S2_H_T1725	5.3606	5.3102	5.4981	5.1121	5.634	4.1693	3.5839	2.5867
S2_H_T1738	5.941	5.1248	5.942	5.7812	5.013	4.6715	4.1066	2.5867
S2_H_T1746	6.2667	5.9911	6.2337	6.2365	5.7043	5.4905	4.1066	2.5867
S2_H_T1761	2.5867	3.6038	5.6133	5.0016	5.56	5.628	4.2833	3.0489
S2_H_T1773	2.5867	2.5867	4.5015	5.3563	6.2186	7.1225	4.4896	3.6796
S2_H_T1774	5.4021	4.9119	4.8537	4.3615	3.7739	3.3925	3.2849	2.5867
S2_H_T1778	5.7617	5.7558	6.1084	5.6771	5.7714	5.391	4.3901	3.4166
S2_H_T1785	3.4807	2.6264	5.0299	5.1121	5.8038	5.391	4.168	3.0947
S2_H_T1794	5.318	6.1454	7.1587	6.9966	7.0257	7.3112	5.8856	5.1926
S2_H_T1833	3.1325	3.863	5.7539	5.6407	5.8665	6.0753	4.3377	2.9527
S2_H_T1849	5.6284	5.9073	6.6118	6.0547	6.1446	5.9055	4.7919	3.0489
S2_H_T1853	4.7401	5.4352	5.2358	4.943	4.2205	3.1705	3.9053	2.5867
S2_H_T1858	3.4807	3.977	4.9735	5.565	5.3123	4.8318	3.6712	2.6797
S2_H_T1864	3.4807	4.1811	4.8537	4.6813	5.4415	5.0432	3.5839	2.7386
S2_H_T1878	2.6725	3.7392	5.6133	5.7473	6.0931	6.9584	4.9746	4.182
S2_H_T188	4.5319	4.0827	5.4576	4.4483	4.1211	4.491	4.1066	2.5867
S2_H_T1880	5.4423	5.4745	5.4159	5.3106	5.634	5.3386	3.9053	2.5867
S2_H_T1891	5.274	5.5128	5.3286	5.9092	5.2665	5.0432	4.3377	2.6183
S2_H_T1893	5.593	5.5865	4.7898	4.7513	4.7052	4.0439	3.0445	2.5867
S2_H_T1900	4.7401	4.8534	6.2337	5.4851	5.3123	5.671	4.168	2.7952
S2_H_T1909	3.761	4.2733	5.5759	5.4005	5.1704	5.793	4.2268	3.1391
S2_H_T191	6.9917	6.8905	7.1203	6.9226	6.3991	5.9411	5.3369	2.7386
S2_H_T1917	3.6276	4.5189	5.4576	5.0016	4.7722	5.0432	3.6712	2.6183
S2_H_T192	5.4021	5.2661	6.2337	6.109	5.634	5.9055	4.5826	3.5209
S2_H_T1928	2.5867	2.5867	4.6528	5.2635	4.7722	5.9411	4.4407	3.0947
S2_H_T1950	6.5691	6.5472	6.6301	6.9674	6.4614	6.0753	5.7316	4.4344
S2_H_T1954	5.6284	5.1734	5.5375	5.565	4.8363	4.0439	3.8314	2.6183
S2_H_T1958	5.5197	5.3947	4.5015	4.7513	3.8992	4.3915	3.1697	2.5867
S2_H_T1964	2.5867	2.882	5.4981	5.2635	5.56	5.628	4.2268	3.1391
S2_H_T197	5.2287	5.1734	5.4981	5.3563	4.3134	4.3915	3.2849	2.6797
S2_H_T1981	5.3606	5.3102	6.4763	5.9395	5.8968	5.7535	5.1671	3.1391
S2_H_T1982	3.4807	3.977	5.4576	5.2148	4.4008	4.584	3.0445	2.5867
S2_H_T1992	4.7401	4.9682	6.055	6.0267	5.9266	5.5378	4.3377	3.1391
S2_H_T2000	2.5867	3.099	4.3324	5.0016	5.3123	5.9758	3.8314	2.9021
S2_H_T2004	6.2212	5.0744	6.055	6.0821	5.7382	4.8318	4.168	2.5867
S2_H_T2006	6.1741	5.9911	6.5932	6.6929	6.334	6.0098	5.1368	3.1821
S2_H_T2015	6.1005	6.018	5.942	6.0821	5.5216	5.2276	4.2268	2.5867
S2_H_T2019	3.8831	4.4416	4.4195	5.4434	5.1198	5.0432	4.7919	2.6797
S2_H_T2022	5.2287	4.7288	5.2829	5.4851	4.7722	4.584	4.1066	2.5867
S2_H_T2031	6.7242	5.9358	6.0819	5.8143	5.2665	5.4905	4.9746	3.0016
S2_H_T2032	6.1255	5.9073	5.4981	5.6407	5.3997	5.1687	4.0426	2.5867
S2_H_T2041	6.1005	5.5502	5.4576	5.1644	5.3566	3.5849	3.6712	2.5867
S2_H_T2076	6.7404	6.9615	7.2915	7.0392	6.9114	7.3112	6.4271	4.795
S2_H_T208	5.2287	5.6905	6.371	6.62	6.3778	5.7129	4.5826	3.5209
S2_H_T2081	5.8837	5.9637	6.7691	6.3079	5.9266	5.628	4.6269	3.1391
S2_H_T2085	7.2631	6.8905	7.0539	6.7792	6.7039	6.4414	5.5592	3.6796
S2_H_T2087	5.7617	6.1208	6.5163	5.7127	5.7043	5.9411	5.0417	3.9772
S2_H_T2091	4.3743	4.8534	5.4576	5.565	6.1191	5.793	4.2268	3.0016
S2_H_T2092	5.318	5.9637	6.055	5.9395	5.7043	5.671	5.1368	2.7386
S2_H_T2094	5.1819	5.2205	6.0276	5.4434	5.56	4.9058	3.0445	2.5867
S2_H_T2099	2.5867	2.6264	4.9735	5.1644	5.7043	6.3908	5.0741	3.7951
S2_H_T2105	4.922	5.0744	5.2358	5.565	4.9564	5.391	4.2268	2.5867
S2_H_T2108	5.0316	5.2661	5.5375	5.4851	5.3997	5.2842	4.6269	3.4166
S2_H_T2122	8.2328	7.7599	7.8411	7.2713	7.1569	6.6278	6.0412	4.3425
S2_H_T2124	5.1335	5.0223	5.72	5.1644	4.6349	4.3915	4.2833	2.5867
S2_H_T213	2.6725	3.863	4.5015	5.4851	5.7714	5.9758	5.0085	3.5541
S2_H_T2138	3.9956	5.5128	6.2095	6.2365	6.1191	6.0429	4.6269	3.0947
S2_H_T2139	5.1819	5.3531	5.3729	5.5256	4.7722	4.3915	3.9756	2.5867
S2_H_T2144	2.9208	2.882	5.8194	5.7812	5.9843	5.9055	4.1066	2.5867
S2_H_T216	3.761	4.0827	5.0299	5.4851	5.5975	5.9055	4.2268	2.5867
S2_H_T2174	4.4552	4.7288	5.1365	5.3563	5.4415	4.491	3.9756	2.5867
S2_H_T2181	5.8837	5.7235	6.349	5.8466	5.7382	4.9762	4.3377	2.5867
S2_H_T2190	4.6047	4.4416	7.8568	8.0029	8.5352	9.5972	7.1665	6.525
S2_H_T2195	3.6276	3.7392	5.4981	5.4434	5.5975	4.8318	3.5839	2.5867
S2_H_T220	6.2667	6.3707	6.4558	6.376	6.2659	6.3114	5.5592	4.0946
S2_H_T2201	4.1	4.5923	5.4576	4.8181	4.6349	4.6715	3.9756	2.5867
S2_H_T2205	6.1978	6.2848	6.5932	5.8782	5.6696	4.9058	3.9756	2.5867
S2_H_T2213	5.6966	5.0744	6.4964	6.6386	6.1446	6.7127	5.9217	5.0945
S2_H_T2220	5.2287	5.2205	5.4981	5.1644	5.1704	4.491	4.0426	2.5867
S2_H_T2232	6.7565	7.3158	6.9984	6.8286	6.0931	5.1073	5.0417	2.8496
S2_H_T2237	5.6966	5.6905	5.4576	5.5256	5.1704	4.6715	4.2833	2.5867
S2_H_T2239	5.5197	5.2205	4.7229	4.8819	4.0144	4.491	3.0445	2.5867
S2_H_T2243	2.5867	3.2876	5.6498	5.9092	5.8665	6.2839	4.4407	3.6796
S2_H_T2249	5.6284	6.3914	6.414	5.9692	4.9564	5.3386	4.4896	3.0489
S2_H_T2250	5.593	5.1734	5.4159	5.2635	5.5216	4.9762	3.8314	2.8496
S2_H_T2266	4.674	5.2205	5.187	5.5256	4.7052	4.0439	3.6712	2.5867
S2_H_T2267	5.4423	5.6567	6.4351	5.7812	4.9564	4.2847	3.1697	2.5867
S2_H_T2275	5.4423	5.6905	5.5759	5.4434	4.9564	5.1687	3.9756	2.5867
S2_H_T229	2.5867	2.882	4.9735	5.6034	5.56	6.4414	4.9399	4.182
S2_H_T2295	3.3171	4.2733	5.5375	5.3106	4.6349	5.0432	3.4909	2.5867
S2_H_T2324	4.1	5.3102	5.942	5.6034	5.4821	5.4905	4.5826	3.0016
S2_H_T2346	3.1325	4.7288	6.1598	6.0267	6.0667	6.3908	4.4896	2.9021
S2_H_T2351	6.0751	6.6709	7.6918	7.4815	6.5404	6.6495	5.6694	4.6024
S2_H_T2353	4.8638	5.3531	5.6133	5.7473	5.4415	5.5836	5.2545	3.9275
S2_H_T2359	5.9962	6.5836	7.2327	7.1727	6.334	5.9055	4.9399	3.3801
S2_H_T2367	5.7932	5.0223	5.2358	4.4483	4.561	3.9065	3.4909	2.5867
S2_H_T2373	5.6966	5.7235	5.882	5.5256	4.6349	3.5849	3.2849	2.5867
S2_H_T2377	4.2885	4.0827	5.6498	5.7473	5.8038	5.8315	4.5368	3.3041
S2_H_T2379	7.1821	7.2718	7.303	7.1469	6.9697	6.3114	5.6694	4.182
S2_H_T2384	4.4552	5.0223	5.72	5.2148	5.2665	5.1073	3.9756	2.5867
S2_H_T239	5.0835	5.1248	6.0819	5.9692	5.634	4.9762	4.6269	2.5867
S2_H_T2401	5.0316	5.0744	5.9123	5.8466	5.56	6.0098	4.5368	2.9021
S2_H_T2406	7.927	7.5732	7.6475	6.9226	6.9839	5.9758	5.7913	4.117
S2_H_T2410	5.824	6.1454	6.6838	6.6012	6.334	6.4661	5.3894	3.902
S2_H_T2413	6.7077	6.6539	6.1849	6.109	5.56	5.4905	4.4896	2.5867
S2_H_T2414	6.3747	5.8183	5.6853	5.7473	5.3566	4.3915	3.9053	2.5867
S2_H_T2423	2.9208	2.5867	5.1365	4.8181	4.9564	5.8315	3.7535	3.1391
S2_H_T2430	6.4752	6.8462	6.6118	6.4827	6.3991	6.2273	5.6043	3.6492
S2_H_T2453	5.7295	5.1248	5.72	5.8782	5.3997	4.7539	4.5826	2.7386
S2_H_T2455	6.3538	6.0444	6.055	5.7812	5.5216	4.584	3.8314	2.5867
S2_H_T2471	6.9644	7.0291	6.911	6.2845	6.1446	5.4905	4.4896	3.0016
S2_H_T2476	4.2885	4.9119	5.882	5.6771	5.4415	5.5378	4.8678	3.3801
S2_H_T2494	6.3747	6.6878	6.4763	6.4827	5.4415	5.4416	4.2833	2.5867
S2_H_T2508	6.2441	6.2624	5.9711	6.1869	6.0123	5.2842	4.7919	2.6183
S2_H_T2523	6.15	5.8486	5.0299	5.4434	3.7739	3.9065	3.6712	2.5867
S2_H_T2531	5.7295	6.0958	6.2337	6.0267	5.56	5.5836	4.9746	2.9527
S2_H_T2532	5.0835	5.1734	6.9407	7.1599	7.3001	7.4537	6.5589	4.94
S2_H_T2538	2.5867	2.5867	5.0299	5.7812	5.8968	6.3383	4.168	3.3041
S2_H_T2540	7.5292	7.305	7.3591	6.9821	7.0663	6.7732	5.9394	4.6491
S2_H_T2546	4.6047	4.3599	5.4981	5.4434	4.8976	4.8318	3.7535	2.5867
S2_H_T2553	4.8638	4.7924	5.3286	5.4434	5.4821	5.1073	4.2833	2.6797
S2_H_T2598	5.6966	5.7558	6.0819	5.8782	5.8665	5.391	5.1368	3.1391
S2_H_T2603	2.5867	3.863	5.7539	4.943	4.3134	3.9065	3.0445	2.5867
S2_H_T261	2.5867	2.5867	4.5015	4.7513	5.56	6.1684	3.2849	2.6183
S2_H_T2616	2.5867	2.5867	4.7229	4.6078	5.2665	5.7129	3.9053	2.5867
S2_H_T2622	2.6725	2.5867	5.1365	4.943	5.2192	5.9411	3.8314	3.3041
S2_H_T2636	5.5568	5.3102	5.4576	5.1121	4.8363	4.3915	3.5839	2.5867
S2_H_T2643	3.1325	3.977	5.4981	5.2148	5.2192	5.3386	4.4407	3.767
S2_H_T2653	4.922	4.9119	5.5759	5.3106	5.013	5.4416	4.4407	2.8496
S2_H_T2654	7.2854	7.081	7.1713	6.6569	6.1697	4.9058	4.1066	2.5867
S2_H_T2657	2.5867	2.882	5.6498	5.6034	5.7043	5.8689	4.2833	3.5865
S2_H_T2671	4.1	4.0827	4.6528	5.565	4.8363	4.3915	3.7535	2.5867
S2_H_T2673	5.5197	5.3531	5.787	4.943	4.1211	3.7547	3.2849	2.5867
S2_H_T2688	4.4552	4.5923	5.6498	5.0016	5.1198	5.0432	4.1066	2.5867
S2_H_T2700	3.761	4.9119	5.5759	5.3563	5.4821	5.793	4.4896	3.2646
S2_H_T2701	3.8831	4.5189	5.4576	5.3106	5.013	5.5378	4.7524	2.9527
S2_H_T271	5.4423	5.3531	5.4159	4.8819	4.4008	3.9065	3.7535	2.6797
S2_H_T2713	4.6047	5.1248	5.851	5.9092	5.3566	5.4905	4.0426	2.6183
S2_H_T2721	2.5867	2.6264	4.7229	4.943	5.3123	6.0429	4.1066	3.2646
S2_H_T2731	5.9689	5.4745	5.6133	5.9092	5.2192	5.2842	4.3377	2.5867
