id	1hr	2hr	3hr	4hr	5hr	6hr	7hr	9hr
S2_H_T274	5.5568	5.5865	5.0299	5.2635	5.4415	4.7539	4.3901	2.5867
S2_H_T2760	5.7617	5.6905	5.2829	4.8181	4.0144	3.5849	3.1697	2.5867
S2_H_T277	6.3747	6.5098	6.5743	6.0821	5.3997	5.628	4.67	3.1391
S2_H_T2770	2.5867	2.5867	4.3324	4.1703	5.1704	6.2273	3.3916	2.7386
S2_H_T2781	3.9956	4.5189	5.6853	5.3106	4.7052	4.1693	3.4909	2.6183
S2_H_T2785	5.2287	5.0744	6.1849	5.4005	5.5975	4.8318	4.4896	2.5867
S2_H_T279	3.6276	3.7392	5.2358	5.0579	6.0397	5.8689	4.3377	3.3041
S2_H_T2790	3.8831	4.7924	5.2829	5.4851	5.2665	5.2842	4.168	2.5867
S2_H_T2797	5.1819	5.4352	5.7539	5.6407	5.56	5.5836	4.3377	2.7386
S2_H_T2799	5.593	5.5128	5.942	6.0547	5.4415	5.3386	5.1968	3.0947
S2_H_T2814	6.8342	6.5286	6.1084	5.9692	5.634	5.391	4.2833	2.8496
S2_H_T2816	5.4423	5.7235	5.4576	5.4434	5.013	4.584	4.6269	2.5867
S2_H_T2820	4.4552	5.1248	5.787	6.109	5.634	5.3386	4.3901	2.5867
S2_H_T2829	5.7932	5.4352	6.6118	6.2365	6.0667	6.2559	5.7518	4.5208
S2_H_T2830	6.8493	7.2265	7.5448	7.4712	7.2772	7.198	6.4885	4.6024
S2_H_T2837	5.4021	5.5502	5.187	4.8181	4.7052	4.0439	3.9756	2.5867
S2_H_T2843	3.761	4.7924	5.6853	5.2635	5.4415	5.4905	4.2268	3.3801
S2_H_T2853	2.5867	2.5867	4.0346	4.943	5.2192	6.0753	3.0445	3.5209
S2_H_T2872	4.8638	4.7924	5.4981	5.3563	5.1704	4.7539	3.5839	2.7386
S2_H_T2874	5.6284	5.6567	5.9123	5.6771	5.0674	5.4416	3.9053	2.5867
S2_H_T2878	2.5867	2.5867	3.1496	4.3615	4.7052	5.7129	2.5867	2.5867
S2_H_T2881	5.824	6.1696	6.304	5.7812	6.1191	5.3386	4.4896	2.9021
S2_H_T2882	4.7401	5.1248	5.5375	5.0016	5.013	3.9065	2.5867	2.5867
S2_H_T2885	6.1005	5.1734	5.2358	5.1121	4.8363	4.584	3.1697	2.5867
S2_H_T2909	6.908	6.8905	7.7684	7.2949	7.4813	7.5606	6.3366	4.9649
S2_H_T2923	5.7932	5.5865	5.6853	5.7127	5.3123	5.0432	4.9043	3.7951
S2_H_T2938	6.5323	6.432	6.5932	6.6386	6.8507	6.7331	5.8856	4.3984
S2_H_T2941	5.0835	4.9682	5.4159	5.6407	5.4415	5.7535	4.6269	2.9527
S2_H_T2949	4.7401	4.6621	5.8194	5.2635	6.0667	5.671	5.3634	2.8496
S2_H_T2966	6.289	6.3707	6.2095	5.9092	5.5975	4.9058	4.5826	2.6183
S2_H_T2983	6.7077	6.4714	6.6482	6.7106	6.2186	5.5836	4.6269	2.9527
S2_H_T2988	4.674	4.6621	5.72	5.3106	5.9557	5.391	5.0085	2.7952
S2_H_T2989	4.1	4.7924	6.2095	6.2119	5.8665	6.0098	4.9746	3.1391
S2_H_T2997	6.3325	6.4518	6.6661	6.7281	6.0123	6.1684	5.9217	4.504
S2_H_T3044	5.9689	6.2624	6.371	5.7812	5.013	5.2842	4.4896	2.8496
S2_H_T3060	5.5568	5.0223	5.2358	4.4483	4.4831	3.1705	2.9073	2.5867
S2_H_T3066	4.3743	4.6621	5.4159	5.5256	5.7714	5.0432	4.5826	2.5867
S2_H_T3067	7.045	7.0553	6.5552	6.62	6.2425	5.4905	5.7112	4.3614
S2_H_T3097	3.6276	3.6038	4.8537	4.5303	4.9564	5.391	4.5826	3.876
S2_H_T311	5.6629	5.9073	5.6498	5.3106	4.7052	4.8318	4.5826	2.5867
S2_H_T3144	3.9956	5.0223	5.1365	4.8819	5.5216	4.9762	4.5826	2.5867
S2_H_T3147	2.5867	2.5867	4.2398	4.943	5.3123	6.2559	3.7535	2.5867
S2_H_T318	5.4423	5.4745	5.4159	5.3106	5.634	5.3386	3.9053	2.5867
S2_H_T3180	2.5867	2.5867	4.8537	5.5256	5.4821	5.4905	3.5839	2.7386
S2_H_T3188	2.5867	2.882	4.4195	5.4434	5.8355	6.1684	3.6712	3.224
S2_H_T3190	5.6284	5.7558	6.5743	6.1614	5.6696	5.2276	4.4407	2.5867
S2_H_T3192	5.824	5.6905	6.055	5.6771	5.0674	4.9058	5.0085	3.4166
S2_H_T3196	4.6047	4.9682	6.1084	5.8143	4.9564	3.7547	3.6712	2.5867
S2_H_T3208	5.824	5.3531	5.9123	5.565	4.7052	4.1693	2.5867	2.5867
S2_H_T3210	2.6725	3.6038	5.8194	5.6407	6.0931	6.3908	5.0085	3.7951
S2_H_T3217	2.9208	4.3599	5.3729	5.9092	5.6696	6.4163	3.8314	3.3801
S2_H_T3219	4.4552	4.9119	5.3729	5.4851	4.8976	4.1693	3.3916	2.7386
S2_H_T3223	6.5135	5.5128	5.4576	5.0579	4.2205	3.5849	3.1697	2.5867
S2_H_T3264	5.274	5.7235	6.4964	6.3079	6.6335	6.3383	4.7118	3.0016
S2_H_T3271	2.5867	3.863	5.4576	5.2148	5.8038	5.7535	4.6269	3.1391
S2_H_T3272	3.9956	3.863	6.2337	6.4196	6.2659	6.4903	4.8678	3.3801
S2_H_T3279	3.9956	4.9682	5.72	5.0016	5.6696	5.1687	4.3901	2.6797
S2_H_T330	2.5867	4.7288	5.4981	5.3106	4.4831	4.3915	2.5867	2.5867
S2_H_T3318	3.1325	4.7288	5.4981	5.4005	5.1704	5.4905	4.5368	3.1821
S2_H_T3334	4.8033	3.977	5.4159	5.1121	5.2192	5.7129	4.2833	3.1391
S2_H_T3342	4.3743	3.863	5.5759	5.2635	5.013	4.491	2.9073	2.5867
S2_H_T3343	5.5568	5.8183	5.9711	5.6771	5.9843	4.9058	4.168	2.5867
S2_H_T3364	2.5867	2.6264	4.5015	5.3106	5.8968	6.6058	3.9756	3.0947
S2_H_T3368	7.8165	7.3794	7.2085	6.5233	6.5784	5.8689	4.2833	2.6183
S2_H_T3372	4.4552	4.3599	5.2829	5.4851	5.5975	5.793	4.2268	3.1821
S2_H_T3379	6.4557	6.2624	6.2095	6.2365	5.7714	5.9758	5.226	3.6796
S2_H_T3391	5.2287	5.1248	5.4159	5.7127	5.4415	4.8318	4.2833	2.6183
S2_H_T3407	5.4815	5.3531	5.7539	5.4005	4.9564	5.2276	4.4896	2.5867
S2_H_T3416	6.4358	6.2848	5.4981	5.7812	5.013	4.0439	4.67	2.9021
S2_H_T3433	2.6725	3.4543	4.7229	4.6813	4.7052	5.391	4.1066	3.2646
S2_H_T3445	5.4021	5.4745	5.1365	4.4483	4.6349	2.9079	3.2849	2.5867
S2_H_T3448	7.6021	7.3585	7.8723	7.5321	7.4199	6.6708	5.5127	3.5209
S2_H_T3456	6.5872	6.5655	6.8959	6.8286	6.3991	6.3648	5.4646	3.9526
S2_H_T3467	6.023	5.5128	6.2095	6.1869	6.0931	5.391	5.226	3.1821
S2_H_T3471	4.8638	4.9119	5.5375	5.3106	5.2192	5.1687	3.7535	2.5867
S2_H_T348	5.318	5.2661	5.4576	4.943	5.5216	4.2847	4.3901	2.5867
S2_H_T3497	3.9956	4.4416	5.72	5.3563	5.7382	5.1073	3.8314	2.5867
S2_H_T3508	5.318	5.5865	6.1084	5.6771	4.6349	4.7539	3.5839	2.5867
S2_H_T3517	5.1335	5.2205	5.5759	5.7473	5.56	5.1073	4.5826	3.4522
S2_H_T3533	5.9126	5.622	6.0276	6.1614	5.5975	5.8689	5.1968	3.5209
S2_H_T3548	7.109	6.7849	6.5359	6.2845	6.5404	6.1684	5.3369	4.0015
S2_H_T3570	6.9505	6.4118	6.5743	6.2119	6.0123	5.5836	4.168	2.6183
S2_H_T3576	4.922	4.1811	5.6498	4.1703	5.0674	4.1693	4.2833	2.5867
S2_H_T3586	6.8036	6.6709	6.7356	6.7624	6.2659	6.4661	5.4149	3.6796
S2_H_T3601	3.1325	3.099	5.787	5.6771	5.5975	5.671	3.6712	2.6183
S2_H_T3603	3.9956	4.6621	5.787	5.6771	5.4415	5.4416	4.5826	2.5867
S2_H_T3609	3.3171	3.4543	4.5792	4.4483	5.1198	5.391	4.168	3.3426
S2_H_T3612	5.5568	5.3947	5.6133	5.8143	5.2192	4.2847	4.5368	2.5867
S2_H_T3623	6.605	5.8183	6.1598	5.4851	5.4415	4.3915	4.2833	2.5867
S2_H_T3633	7.0964	6.5655	6.4351	5.8782	5.7043	4.9058	4.7919	2.5867
S2_H_T365	5.5197	5.7235	6.0819	5.7812	5.2192	4.8318	3.4909	2.5867
S2_H_T3653	5.593	5.7874	5.5759	4.943	4.4008	5.2276	3.9756	2.5867
S2_H_T3673	4.7401	4.5923	6.0819	5.2635	5.7714	5.2276	4.1066	2.5867
S2_H_T3677	4.6047	4.6621	5.3286	5.6771	6.0123	6.3383	5.6263	4.9147
S2_H_T3681	3.1325	2.6264	6.304	6.109	6.4409	6.9232	4.7118	3.5865
S2_H_T3687	3.1325	3.7392	5.4981	4.4483	3.7739	4.3915	2.5867	2.5867
S2_H_T3693	5.8837	5.9637	6.7691	6.3079	5.9266	5.628	4.6269	3.1391
S2_H_T37	5.2287	5.7558	6.9407	6.5233	6.7378	6.3908	5.5819	4.3984
S2_H_T370	6.2441	6.1934	6.5552	5.8466	5.4821	5.628	4.9043	2.5867
S2_H_T382	3.4807	4.4416	5.0299	5.2635	5.56	4.1693	3.6712	2.5867
S2_H_T384	4.922	5.1734	6.2095	5.9092	6.2659	6.1982	5.226	3.6492
S2_H_T39	2.5867	4.2733	5.787	5.8143	5.56	5.2842	3.5839	2.5867
S2_H_T392	6.0493	5.7558	6.1598	5.7473	6.0667	5.1073	4.67	2.5867
S2_H_T399	6.9917	6.8905	7.1203	6.9226	6.3991	5.9411	5.3369	2.7386
S2_H_T400	6.023	6.1696	5.8194	6.0821	5.3566	5.2842	5.0085	3.2646
S2_H_T402	3.4807	4.5923	5.851	5.4851	5.8665	6.0753	4.9399	3.6796
S2_H_T416	4.6047	4.2733	5.4576	5.1121	5.1704	4.2847	3.4909	2.5867
S2_H_T417	5.9962	6.0958	6.5552	6.441	6.0123	5.391	4.9043	2.9021
S2_H_T418	7.6021	7.2032	7.0941	6.6569	6.4409	6.4414	5.7518	4.4165
S2_H_T424	5.5197	6.4118	7.9253	7.9592	7.9551	8.0989	6.9739	5.788
S2_H_T443	7.5478	6.8905	6.5163	6.462	5.56	4.9762	4.67	3.3801
S2_H_T457	5.0316	4.6621	5.6498	5.6034	5.7382	5.793	4.7919	3.6182
S2_H_T463	6.908	6.2398	6.6118	5.0579	5.013	3.5849	3.1697	2.5867
S2_H_T488	6.3954	6.2398	6.3927	6.6386	6.0667	6.0098	4.9746	3.0016
S2_H_T493	4.6047	5.622	6.1343	6.1354	6.289	6.8871	4.7919	3.0947
S2_H_T499	3.8831	3.099	5.3729	5.9395	6.0397	5.9055	4.4407	2.7952
S2_H_T50	5.9689	5.9073	5.4576	5.6771	5.3123	4.7539	3.9756	2.8496
S2_H_T508	4.7401	5.0744	5.787	4.943	4.8363	5.3386	4.168	3.0947
S2_H_T515	5.1335	5.3531	6.2337	6.0267	6.1446	5.628	4.7524	3.2646
S2_H_T523	5.824	6.0703	6.281	5.6771	6.2659	6.0753	4.9043	3.3801
S2_H_T533	2.5867	3.2876	5.3729	5.8466	5.1198	5.793	3.9756	3.0947
S2_H_T58	4.6047	4.9682	5.4576	5.2148	4.4008	3.7547	3.3916	2.5867
S2_H_T582	6.15	6.3067	6.349	6.6929	6.2186	6.2559	5.0741	3.9275
S2_H_T588	5.9962	5.4352	5.3729	4.6813	4.9564	3.7547	3.0445	2.5867
S2_H_T599	5.5197	6.3284	7.5351	7.5616	7.5208	7.4537	6.1516	4.304
S2_H_T605	5.6966	5.7235	5.882	5.5256	4.6349	3.5849	3.2849	2.5867
S2_H_T610	5.8837	5.7558	5.6498	5.7473	5.1198	4.6715	4.2268	2.5867
S2_H_T614	2.5867	2.5867	3.7953	3.6897	4.7722	6.1381	3.4909	2.7386
S2_H_T621	5.0316	5.3102	6.7013	6.5821	6.6691	6.4661	5.2825	3.6182
S2_H_T625	5.593	5.3531	5.9996	5.4005	5.5975	4.584	4.3901	2.5867
S2_H_T626	3.9956	2.6264	5.4981	5.7473	5.7714	6.0098	3.9053	2.8496
S2_H_T629	5.318	5.5502	6.9842	6.9226	6.6866	6.4414	5.2545	4.2645
S2_H_T638	2.5867	4.2733	5.5375	5.8466	5.6696	6.2559	4.9043	2.7952
S2_H_T643	5.593	6.1454	7.0264	6.8124	6.5014	6.5607	5.5362	3.902
S2_H_T658	5.9962	5.7874	5.7539	5.0579	5.3566	4.6715	4.5368	2.5867
S2_H_T677	5.1335	5.6905	6.1849	5.9092	5.4821	5.793	4.7919	3.4166
S2_H_T678	2.5867	3.099	5.6133	5.4851	5.5216	6.1684	4.3377	3.0947
S2_H_T685	6.1005	6.1208	5.942	5.8466	5.0674	4.2847	3.8314	2.5867
S2_H_T713	5.8541	5.3531	5.3729	5.2635	4.9564	5.2842	3.9053	2.5867
S2_H_T719	5.0835	4.1811	5.4159	5.8143	5.7043	5.5378	4.5826	3.1821
S2_H_T721	4.5319	4.5923	4.9149	5.4851	4.7052	4.0439	4.168	2.5867
S2_H_T722	5.941	5.622	5.3286	5.4005	5.1198	4.9058	4.2268	2.5867
S2_H_T725	7.0319	7.1556	7.564	7.2949	7.1818	6.4163	5.8856	4.0719
S2_H_T743	5.4021	5.5502	4.7229	5.0579	5.1198	4.3915	3.8314	2.5867
S2_H_T751	3.9956	3.7392	5.4159	5.5256	4.8976	5.1073	3.0445	2.5867
S2_H_T767	4.9778	5.1248	6.414	5.9692	6.3561	6.5607	5.2825	3.6182
S2_H_T772	4.674	5.5865	6.349	6.4827	6.3117	6.5141	5.6904	4.1607
S2_H_T801	4.7401	4.7288	5.6133	5.565	5.5975	5.4416	4.168	3.4166
S2_H_T808	6.2441	6.1208	5.882	5.7127	4.8976	4.1693	4.2833	2.5867
S2_H_T815	3.9956	3.863	6.2337	6.4196	6.2659	6.4903	4.8678	3.3801
S2_H_T822	6.6227	6.3284	6.4763	6.1354	5.8038	4.8318	4.3901	2.6797
S2_H_T840	5.1819	5.5128	6.304	6.1354	6.5595	5.671	5.7316	3.3801
S2_H_T842	4.8638	4.7288	5.851	5.3563	5.2192	4.6715	4.0426	2.9021
S2_H_T86	4.1973	4.2733	5.5375	5.4434	5.4821	5.3386	4.67	3.0489
S2_H_T863	3.1325	5.3102	5.3286	5.4851	5.3123	4.2847	4.3377	2.5867
S2_H_T875	5.9689	5.6905	6.1343	5.7473	5.3566	4.8318	4.2268	2.5867
S2_H_T879	4.5319	4.4416	4.9735	5.7127	4.9564	5.2842	4.1066	2.5867
S2_H_T881	2.6725	3.099	5.3286	5.6407	5.634	6.2839	4.5826	3.876
S2_H_T892	6.289	6.018	5.9996	4.6813	4.6349	3.9065	3.4909	2.5867
S2_H_T90	5.1335	5.5128	6.5743	6.8607	6.3117	6.6495	5.7913	3.6796
S2_H_T906	2.5867	3.7392	5.3729	5.4005	6.0123	6.4163	4.2833	3.3426
S2_H_T919	4.7401	4.5189	6.0819	6.2845	6.6154	7.0428	5.5819	4.6181
S2_H_T930	5.824	5.0744	4.9735	5.7473	4.4008	4.8318	3.5839	2.5867
S2_H_T951	6.5508	6.1934	6.6118	6.2119	5.8355	4.6715	3.8314	2.5867
S2_H_T958	6.8642	6.6367	6.6661	6.2365	5.7382	5.7129	5.1368	3.1821
S2_H_T962	7.2743	6.7209	6.7013	6.2119	5.8355	5.8315	5.1058	4.0015
S2_H_T972	4.7401	5.0223	5.4981	5.565	5.013	4.491	3.6712	2.5867
S2_H_T982	6.0493	5.8183	5.7539	5.2635	5.2192	4.8318	4.2268	2.6797
S2_H_T985	6.023	5.6905	5.6853	5.8143	5.2192	4.6715	4.5368	3.0489
S2_H_T988	4.674	4.6621	5.5759	5.6771	5.4415	5.9758	4.67	3.487
S2_L_T1005	5.7295	5.6905	5.5375	4.943	5.1198	4.9762	3.7535	2.5867
S2_L_T1009	2.5867	3.2876	5.6853	5.3563	5.4821	5.5836	3.7535	2.6183
S2_L_T1020	5.7617	5.3531	5.4576	5.1644	4.7052	4.9762	4.168	2.5867
S2_L_T1024	3.4807	4.8534	5.851	5.565	5.5975	5.2842	4.2833	2.5867
S2_L_T1042	5.6629	5.4745	5.5375	5.3106	5.56	5.793	4.168	3.6492
S2_L_T1046	4.7401	5.3102	5.72	5.3563	6.1446	4.9762	3.5839	2.5867
S2_L_T1051	4.5319	4.2733	6.055	5.9692	5.8665	6.4661	4.4407	3.6492
S2_L_T1090	3.1325	3.7392	5.6853	5.3563	5.3123	5.7129	3.9756	2.9021
S2_L_T1124	5.318	5.3531	6.1084	6.0267	6.5595	5.9411	5.226	2.9021
S2_L_T1132	2.5867	2.5867	4.7898	5.3106	6.1191	6.8688	5.0741	4.3984
S2_L_T1134	6.605	6.0703	6.4964	6.1869	5.7714	5.671	4.7524	2.5867
S2_L_T1151	6.7404	6.8311	6.5359	6.5431	6.4202	5.628	5.3634	3.487
S2_L_T1156	5.4423	4.7288	5.2829	4.2691	4.4008	4.0439	3.0445	2.5867
S2_L_T1163	2.5867	3.977	4.6528	5.565	5.2192	5.4416	3.7535	2.5867
S2_L_T1179	5.318	6.0703	5.851	5.2635	5.4821	5.2276	4.4407	2.5867
S2_L_T1187	6.15	5.9073	6.2095	5.2635	5.1704	4.9058	4.2833	2.6797
S2_L_T1227	5.2287	5.1248	5.882	5.8143	5.7714	5.671	4.7524	3.4166
S2_L_T1241	3.4807	3.099	5.0842	4.8819	5.4415	5.1687	3.7535	2.5867
S2_L_T1247	5.6966	5.2661	5.72	5.8143	5.3123	4.3915	4.2833	2.5867
S2_L_T1256	6.5508	6.0958	5.9711	5.4851	5.2665	5.1687	4.3377	3.2646
S2_L_T1260	5.941	5.2661	5.3286	5.2148	4.4008	4.0439	3.1697	2.5867
S2_L_T1266	5.941	5.6567	5.72	5.2635	4.561	4.2847	3.7535	2.5867
S2_L_T1272	5.824	5.8486	6.2095	6.1614	6.1446	6.0429	4.9043	2.7952
S2_L_T1280	3.9956	3.977	4.3324	5.7812	5.7382	4.8318	4.0426	2.6797
S2_L_T1296	3.3171	3.2876	5.187	5.4005	5.4415	5.8689	4.5826	3.5209
S2_L_T13	4.7401	5.0744	6.1849	6.0547	6.3778	6.4163	5.648	4.4521
S2_L_T1305	2.5867	2.5867	3.5083	4.3615	4.7722	6.0429	3.1697	2.5867
S2_L_T1314	5.1335	5.3947	5.4576	5.7127	5.8665	5.5836	4.6269	3.7385
S2_L_T1316	6.2441	6.0703	6.7525	5.9982	5.3997	5.9055	4.8678	3.4522
S2_L_T1318	5.3606	5.2661	6.3927	6.2119	5.634	5.5836	4.4896	3.0947
S2_L_T1333	6.3747	5.6905	5.4981	5.3563	5.013	4.7539	3.9756	2.7386
S2_L_T1345	2.6725	3.099	4.8537	5.3106	5.634	5.628	4.0426	2.7952
S2_L_T135	4.7401	4.2733	5.6498	5.1644	5.013	5.3386	4.9043	3.0947
S2_L_T1375	5.7932	5.1734	5.851	5.9092	5.4821	4.9762	4.4896	3.2646
S2_L_T138	6.1978	6.2848	6.304	6.109	6.0931	5.4905	5.226	3.0489
S2_L_T1386	4.6047	5.1734	6.6661	6.6929	7.0394	7.3382	5.3369	4.6491
S2_L_T1396	6.0751	6.0958	5.4159	5.0579	4.7052	3.9065	2.5867	2.5867
S2_L_T1403	6.6573	5.622	5.6133	5.6771	5.3997	5.628	4.7524	2.5867
S2_L_T1419	4.1973	4.3599	6.1598	5.6771	5.3566	4.9058	4.6269	2.5867
S2_L_T1422	5.7295	5.7874	5.3286	5.1121	5.2665	4.9762	3.8314	2.5867
S2_L_T1424	5.824	5.3102	5.0299	4.943	3.4852	3.9065	2.9073	2.5867
S2_L_T1448	4.2885	5.0744	5.3729	6.331	5.7382	6.4661	5.2825	3.9275
S2_L_T1470	5.6966	5.5865	5.7539	6.0267	5.56	5.391	4.168	2.7952
S2_L_T1483	5.318	5.1734	5.787	5.3563	5.2192	4.7539	3.7535	2.6183
S2_L_T1499	4.674	5.0744	6.281	6.2845	6.4409	6.5141	5.3894	4.5208
S2_L_T1517	5.4815	5.622	5.9123	6.1614	5.8038	5.628	4.6269	3.0489
S2_L_T1526	6.3538	6.5098	7.3481	6.8607	7.0796	6.9584	6.1667	4.7239
S2_L_T1535	5.4815	4.8534	5.2829	5.2148	5.2192	4.584	3.2849	2.5867
S2_L_T1547	6.7565	6.6192	6.2575	6.0547	5.9557	5.8689	5.2545	3.0489
S2_L_T1554	5.4021	5.5128	6.0276	6.0547	5.8665	5.7129	4.5368	2.9527
S2_L_T1559	5.8541	5.4745	5.4159	5.5256	5.634	5.7535	4.5826	3.0016
S2_L_T1587	5.274	5.9637	6.5743	6.2845	6.3117	6.1982	5.7717	4.3234
S2_L_T1591	6.819	6.1934	6.1084	5.4434	5.56	4.9058	4.8678	3.0016
S2_L_T1595	5.4021	6.2624	6.4558	6.6386	6.4202	6.4414	5.4149	4.0719
S2_L_T1615	2.5867	2.6264	3.92	4.8181	4.9564	5.8315	3.9053	2.7386
S2_L_T1616	5.6629	6.0444	6.4763	5.4851	5.8665	5.628	3.9756	3.4166
S2_L_T1619	4.4552	4.7924	5.4159	5.2148	5.4821	4.7539	4.67	2.9527
S2_L_T1630	7.5662	7.1676	6.4558	6.5031	6.1944	5.3386	5.4149	3.5209
S2_L_T1645	4.674	4.5923	5.9711	5.7812	5.2192	5.5836	4.67	3.0947
S2_L_T1662	3.761	5.0223	5.787	5.3106	5.3997	5.5378	4.9043	2.9021
S2_L_T1665	6.023	5.7235	5.942	5.6771	5.0674	4.6715	3.0445	2.5867
S2_L_T1670	5.3606	5.5128	5.942	5.6407	5.56	4.7539	3.9756	2.5867
S2_L_T1675	3.1325	3.4543	5.882	6.109	5.9266	6.4661	4.168	4.0253
S2_L_T1700	6.9364	7.0291	6.8497	6.7792	6.5404	6.1684	5.6904	3.6492
S2_L_T1701	5.274	6.1208	6.349	6.2607	6.1697	5.7129	4.7524	3.224
S2_L_T1703	5.4021	4.8534	4.5792	4.6813	4.4831	4.0439	2.9073	2.5867
S2_L_T1711	4.5319	4.9682	5.7539	5.1121	4.7052	4.6715	3.9756	2.5867
S2_L_T1717	4.3743	4.5923	5.4576	5.2635	5.2665	4.6715	3.8314	2.6797
S2_L_T1734	7.5752	7.5822	7.3591	7.3523	7.1818	7.0911	6.3231	4.8759
S2_L_T1736	4.9778	4.5189	5.6853	5.9692	6.3778	5.8689	5.0417	3.0016
S2_L_T1739	5.6629	5.4745	6.3927	6.441	5.8665	5.5836	4.9746	3.6492
S2_L_T1742	5.4815	5.1734	5.2829	5.0579	5.2192	4.3915	3.7535	2.5867
S2_L_T1744	5.4021	5.3947	5.187	5.0016	4.3134	4.0439	2.5867	2.5867
S2_L_T1748	5.6966	5.4745	5.3729	4.7513	5.1198	5.2842	3.9053	2.7386
S2_L_T1774	5.4815	6.1696	5.942	6.0821	5.4415	5.0432	5.1368	3.2646
S2_L_T1782	3.8831	4.9682	5.4576	5.5256	4.8976	4.8318	3.4909	2.5867
S2_L_T1806	4.2885	5.0223	5.4576	5.2148	4.0144	3.7547	2.5867	2.5867
S2_L_T1814	6.7077	6.018	6.281	5.565	5.4415	5.5378	4.1066	2.7952
S2_L_T1824	5.941	5.3531	4.8537	4.8181	3.8992	2.9079	3.4909	2.5867
S2_L_T1827	6.3538	6.7209	8.2911	8.3685	8.5496	8.4536	6.7515	5.1926
S2_L_T186	4.1973	4.9682	5.5759	5.7127	5.3123	5.2276	4.5826	3.0489
S2_L_T1867	4.4552	5.2661	5.942	5.3106	5.1198	4.584	4.168	3.2646
S2_L_T1871	6.7242	6.5286	5.9711	6.1354	5.2192	5.5378	4.5826	3.3426
S2_L_T1896	7.557	7.369	7.0264	6.8124	6.4202	6.6919	5.8107	4.304
S2_L_T1898	4.674	4.9119	6.281	6.3536	5.8665	6.3383	5.8856	4.1607
S2_L_T1900	7.3074	7.0682	6.7856	6.462	6.1191	6.0429	5.0417	3.7093
S2_L_T1908	3.8831	4.9682	5.7539	5.3563	5.2665	5.4416	3.9756	2.5867
S2_L_T1916	5.6629	5.5865	5.9123	5.4434	5.8355	5.0432	4.9043	2.9527
S2_L_T1933	5.5197	5.7558	5.7539	5.1644	4.2205	2.5867	2.7558	2.5867
S2_L_T194	3.8831	3.7392	4.7898	4.7513	5.5975	5.0432	4.0426	2.5867
S2_L_T1943	2.9208	4.1811	4.7229	4.6813	4.8976	4.9762	4.0426	3.3041
S2_L_T1975	4.674	4.9682	5.5759	6.1354	5.9557	6.4163	5.1968	3.6492
S2_L_T201	4.7401	4.9119	6.1084	5.5256	4.7722	4.2847	3.1697	2.5867
S2_L_T2013	6.0751	5.7874	5.4981	5.1644	5.2192	4.8318	3.9053	2.5867
S2_L_T2021	5.9962	5.5502	5.6498	5.6034	5.3566	5.5836	3.9053	3.0947
S2_L_T2044	6.8342	6.2624	6.9554	6.6386	6.7209	6.0753	5.5819	3.6492
S2_L_T2052	5.7932	5.8183	5.851	5.0579	5.2665	4.7539	4.1066	2.6183
S2_L_T2058	5.3606	5.1248	5.4576	5.4851	4.9564	4.584	4.2833	2.5867
S2_L_T2075	6.0751	6.0444	5.882	5.8466	6.0397	5.9758	4.67	2.5867
S2_L_T2080	4.8638	4.0827	6.1084	5.2148	5.0674	4.9762	4.1066	2.5867
S2_L_T2085	5.0835	5.3947	5.851	5.4851	5.634	5.2276	4.6269	2.5867
S2_L_T2091	3.8831	3.977	5.2829	5.9395	5.013	5.4416	4.4407	2.5867
S2_L_T2098	5.1335	5.5865	6.4351	6.0821	5.56	5.1687	3.6712	2.5867
S2_L_T2102	5.274	5.622	5.2829	4.943	4.2205	3.7547	3.2849	2.5867
S2_L_T2109	5.6284	6.018	6.281	6.2365	6.6335	6.3114	5.4646	4.2844
S2_L_T2120	5.9962	5.622	5.6498	4.6813	4.7722	4.491	3.9053	2.5867
S2_L_T2124	5.6284	5.6905	5.5375	5.7473	5.9266	5.1073	3.6712	2.5867
S2_L_T2162	3.761	4.7924	5.6853	5.0016	5.3123	5.628	4.9399	3.3801
S2_L_T2194	5.8837	5.7235	5.8194	5.7127	5.3997	4.584	4.6269	2.6797
S2_L_T2195	6.7724	6.5286	6.9984	6.7281	6.1944	5.8689	4.9399	3.6492
S2_L_T2226	6.3325	6.432	6.7013	6.331	6.1191	6.1381	5.4149	3.767
S2_L_T2231	4.7401	4.5923	5.6853	4.7513	5.0674	4.491	3.8314	2.5867
S2_L_T2235	2.5867	2.882	4.9149	5.4851	4.9564	5.3386	2.5867	2.5867
S2_L_T2238	5.1819	5.6567	5.851	5.2635	4.4831	3.5849	3.6712	2.5867
S2_L_T2251	5.8541	5.2661	5.6133	4.7513	4.561	4.3915	3.9756	2.5867
S2_L_T227	3.761	4.6621	6.281	6.4827	6.289	6.7331	5.5592	4.0015
S2_L_T2270	6.2441	6.1454	6.4351	6.6386	5.8355	5.671	4.3377	3.0016
S2_L_T2274	4.4552	4.0827	5.3286	4.6078	5.4415	5.1073	4.5368	2.5867
S2_L_T2281	5.318	5.4352	5.6853	5.6034	5.2192	4.7539	4.67	2.9527
S2_L_T2289	6.4752	6.0444	5.2829	5.0016	4.7052	4.491	3.8314	3.0489
S2_L_T2292	4.674	5.3531	5.6498	5.4851	5.0674	5.1073	4.1066	2.7952
S2_L_T2299	6.023	5.7558	5.6853	6.109	5.013	5.2276	4.8303	2.5867
