id,dg
S0_M_T237,0.46088
S0_M_T238,0.51068
S0_M_T239,0.50058
S0_M_T243,0.2684
S0_M_T244,0.3873
S0_M_T245,0.54788
S0_M_T252,0.62121
S0_M_T259,0.51895
S0_M_T26,0.47832
S0_M_T261,0.36751
S0_M_T263,0.51895
S0_M_T265,0.49769
S0_M_T266,0.48564
S0_M_T268,0.49769
S0_M_T270,0.49769
S0_M_T271,0.48564
S0_M_T273,0.51664
S0_M_T285,0.46345
S0_M_T289,0.49769
S0_M_T29,0.52438
S0_M_T291,0.49769
S0_M_T292,0.48564
S0_M_T296,0.5479
S0_M_T298,0.5479
S0_M_T299,0.63636
S0_M_T31,0.63278
S0_M_T32,0.59858
S0_M_T321,0.55815
S0_M_T328,0.5414
S0_M_T33,0.49544
S0_M_T337,0.5264
S0_M_T341,0.51178
S0_M_T348,0.49859
S0_M_T35,0.53613
S0_M_T351,0.5264
S0_M_T353,0.49784
S0_M_T355,0.6167
S0_M_T357,0.49784
S0_M_T359,0.6167
S0_M_T363,0.54049
S0_M_T364,0.59673
S0_M_T366,0.54049
S0_M_T369,0.53996
S0_M_T37,0.50254
S0_M_T370,0.56869
S0_M_T375,0.54049
S0_M_T377,0.45287
S0_M_T378,0.48777
S0_M_T380,0.49485
S0_M_T383,0.58922
S0_M_T39,0.48817
S0_M_T394,0.39786
S0_M_T396,0.53815
S0_M_T397,0.55624
S0_M_T399,0.47626
S0_M_T400,0.39781
S0_M_T403,0.5129
S0_M_T407,0.52734
S0_M_T415,0.49597
S0_M_T42,0.51414
S0_M_T427,0.55573
S0_M_T428,0.54925
S0_M_T431,0.57092
S0_M_T432,0.58034
S0_M_T458,0.50654
S0_M_T459,0.5335
S0_M_T46,0.58345
S0_M_T460,0.58347
S0_M_T461,0.57203
S0_M_T462,0.49166
S0_M_T463,0.62733
S0_M_T464,0.62507
S0_M_T466,0.58347
S0_M_T467,0.6585
S0_M_T468,0.55986
S0_M_T469,0.44839
S0_M_T47,0.51062
S0_M_T470,0.55645
S0_M_T471,0.47855
S0_M_T474,0.56521
S0_M_T475,0.59242
S0_M_T478,0.60924
S0_M_T480,0.5593
S0_M_T481,0.55429
S0_M_T482,0.48697
S0_M_T486,0.44826
S0_M_T489,0.60473
S0_M_T491,0.55095
S0_M_T492,0.46552
S0_M_T497,0.58941
S0_M_T499,0.55683
S0_M_T500,0.53367
S0_M_T501,0.55614
S0_M_T505,0.56335
S0_M_T506,0.54916
S0_M_T512,0.43122
S0_M_T513,0.64452
S0_M_T518,0.48599
S0_M_T519,0.48208
S0_M_T52,0.49732
S0_M_T520,0.48599
S0_M_T523,0.48599
S0_M_T524,0.48208
S0_M_T533,0.50845
S0_M_T537,0.30075
S0_M_T539,0.53283
S0_M_T540,0.40439
S0_M_T541,0.52043
S0_M_T542,0.54759
S0_M_T544,0.51145
S0_M_T546,0.4593
S0_M_T547,0.48552
S0_M_T548,0.51377
S0_M_T55,0.49422
S0_M_T552,0.54717
S0_M_T554,0.54683
S0_M_T556,0.49215
S0_M_T57,0.55075
S0_M_T573,0.56407
S0_M_T575,0.58794
S0_M_T58,0.57684
S0_M_T586,0.54046
S0_M_T587,0.59566
S0_M_T589,0.64017
S0_M_T59,0.49422
S0_M_T591,0.58374
S0_M_T596,0.5333
S0_M_T598,0.4917
S0_M_T60,0.55075
S0_M_T601,0.51652
S0_M_T604,0.53282
S0_M_T608,0.47185
S0_M_T610,0.53334
S0_M_T612,0.42562
S0_M_T614,0.48628
S0_M_T618,0.20653
S0_M_T620,0.48398
S0_M_T623,0.50659
S0_M_T624,0.47096
S0_M_T63,0.49422
S0_M_T630,0.52542
S0_M_T633,0.52654
S0_M_T634,0.48963
S0_M_T635,0.49044
S0_M_T636,0.50397
S0_M_T638,0.61063
S0_M_T64,0.52165
S0_M_T640,0.5103
S0_M_T642,0.47219
S0_M_T643,0.58391
S0_M_T644,0.63665
S0_M_T645,0.55425
S0_M_T646,0.47993
S0_M_T648,0.5109
S0_M_T65,0.44711
S0_M_T652,0.56951
S0_M_T653,0.54177
S0_M_T654,0.5346
S0_M_T655,0.53801
S0_M_T656,0.54578
S0_M_T657,0.49385
S0_M_T658,0.6545
S0_M_T659,0.483
S0_M_T66,0.55075
S0_M_T660,0.53054
S0_M_T662,0.55499
S0_M_T663,0.50934
S0_M_T665,0.57341
S0_M_T667,0.54066
S0_M_T668,0.62289
S0_M_T67,0.57684
S0_M_T670,0.63271
S0_M_T671,0.45854
S0_M_T672,0.61029
S0_M_T676,0.65236
S0_M_T677,0.60561
S0_M_T679,0.48955
S0_M_T681,0.68349
S0_M_T682,0.41659
S0_M_T683,0.37882
S0_M_T685,0.52695
S0_M_T686,0.61379
S0_M_T687,0.63284
S0_M_T688,0.55286
S0_M_T697,0.50562
S0_M_T698,0.48332
S0_M_T7,0.4709
S0_M_T70,0.57684
S0_M_T701,0.59331
S0_M_T704,0.5135
S0_M_T708,0.56649
S0_M_T709,0.59624
S0_M_T711,0.58913
S0_M_T713,0.67733
S0_M_T715,0.53043
S0_M_T718,0.54208
S0_M_T72,0.49422
S0_M_T720,0.55274
S0_M_T721,0.45217
S0_M_T722,0.64604
S0_M_T725,0.50325
S0_M_T729,0.50839
S0_M_T73,0.55075
S0_M_T730,0.65929
S0_M_T733,0.55326
S0_M_T734,0.59279
S0_M_T736,0.51446
S0_M_T737,0.49638
S0_M_T738,0.54633
S0_M_T74,0.54612
S0_M_T742,0.49876
S0_M_T744,0.48203
S0_M_T745,0.42497
S0_M_T746,0.3728
S0_M_T747,0.43081
S0_M_T748,0.30763
S0_M_T751,0.49982
S0_M_T753,0.50693
S0_M_T754,0.63363
S0_M_T763,0.60445
S0_M_T765,0.60522
S0_M_T768,0.41693
S0_M_T769,0.39978
S0_M_T773,0.51619
S0_M_T775,0.63993
S0_M_T776,0.37206
S0_M_T779,0.55533
S0_M_T785,0.19938
S0_M_T791,0.56936
S0_M_T792,0.4981
S0_M_T799,0.64723
S0_M_T8,0.4683
S0_M_T802,0.5957
S0_M_T805,0.35872
S0_M_T807,0.40278
S0_M_T809,0.41596
S0_M_T81,0.63797
S0_M_T812,0.48313
S0_M_T814,0.5272
S0_M_T820,0.45611
S0_M_T821,0.48978
S0_M_T825,0.62257
S0_M_T828,0.6086
S0_M_T829,0.49825
S0_M_T831,0.51787
S0_M_T832,0.47629
S0_M_T833,0.55075
S0_M_T834,0.61477
S0_M_T838,0.5597
S0_M_T84,0.42059
S0_M_T840,0.60052
S0_M_T844,0.6095
S0_M_T845,0.66293
S0_M_T847,0.63184
S0_M_T848,0.43076
S0_M_T857,0.51811
S0_M_T859,0.46954
S0_M_T861,0.55293
S0_M_T865,0.60381
S0_M_T867,0.55291
S0_M_T868,0.51148
S0_M_T870,0.44364
S0_M_T874,0.54094
S0_M_T877,0.54505
S0_M_T879,0.52387
S0_M_T881,0.41894
S0_M_T882,0.54813
S0_M_T883,0.53079
S0_M_T887,0.55441
S0_M_T894,0.68332
S0_M_T895,0.51691
S0_M_T896,0.45149
S0_M_T9,0.48759
S0_M_T90,0.41868
S0_M_T900,0.46061
S0_M_T901,0.39697
S0_M_T902,0.50355
S0_M_T903,0.54632
S0_M_T906,0.50333
S0_M_T909,0.46649
S0_M_T911,0.42884
S0_M_T912,0.53761
S0_M_T913,0.49581
S0_M_T916,0.50148
S0_M_T917,0.47261
S0_M_T920,0.57769
S0_M_T922,0.43583
S0_M_T926,0.48609
S0_M_T931,0.41058
S0_M_T934,0.58584
S0_M_T937,0.48456
S0_M_T940,0.53252
S0_M_T946,0.47618
S0_M_T948,0.5471
S0_M_T952,0.51715
S0_M_T953,0.4607
S0_M_T954,0.62683
S0_M_T955,0.47569
S0_M_T956,0.4948
S0_M_T960,0.50208
S0_M_T961,0.55107
S0_M_T964,0.4791
S0_M_T965,0.54199
S0_M_T966,0.52743
S0_M_T967,0.51369
S0_M_T97,0.41868
S0_M_T970,0.64044
S0_M_T976,0.47995
S0_M_T980,0.50305
S0_M_T983,0.36769
S0_M_T985,0.52561
S0_M_T987,0.57477
S0_M_T994,0.60063
S0_M_T998,0.53342
S1_H_T10,0.29762
S1_H_T100,0.57132
S1_H_T1003,0.63049
S1_H_T1011,0.50272
S1_H_T1017,0.49583
S1_H_T1018,0.62202
S1_H_T1023,0.5381
S1_H_T1025,0.49553
S1_H_T1027,0.65101
S1_H_T1028,0.59163
S1_H_T1029,0.49902
S1_H_T1031,0.54021
S1_H_T1038,0.48264
S1_H_T1039,0.61409
S1_H_T104,0.48829
S1_H_T1048,0.49508
S1_H_T1051,0.7372
S1_H_T1056,0.49622
S1_H_T1062,0.56781
S1_H_T1070,0.46742
S1_H_T1071,0.48185
S1_H_T1072,0.59773
S1_H_T1073,0.48567
S1_H_T1074,0.52099
S1_H_T1075,0.58915
S1_H_T1079,0.50951
S1_H_T108,0.44849
S1_H_T1084,0.51661
S1_H_T1086,0.68145
S1_H_T1092,0.49851
S1_H_T1094,0.56703
S1_H_T1095,0.61469
S1_H_T1102,0.7308
S1_H_T111,0.52754
S1_H_T1112,0.58417
S1_H_T1115,0.54658
S1_H_T1118,0.54277
S1_H_T1120,0.29514
S1_H_T1121,0.51141
S1_H_T1122,0.62315
S1_H_T1125,0.70461
S1_H_T1126,0.55308
S1_H_T1138,0.46272
S1_H_T1141,0.49286
S1_H_T1145,0.53904
S1_H_T1146,0.60054
S1_H_T1150,0.4974
S1_H_T1152,0.57154
S1_H_T1158,0.71038
S1_H_T1161,0.67915
S1_H_T1164,0.51395
S1_H_T1166,0.55051
S1_H_T1167,0.61917
S1_H_T1169,0.48836
S1_H_T117,0.32151
S1_H_T1174,0.53451
S1_H_T1175,0.51594
S1_H_T118,0.41788
S1_H_T119,0.52534
S1_H_T1191,0.51541
S1_H_T1193,0.55438
S1_H_T1195,0.44532
S1_H_T1198,0.54414
S1_H_T12,0.44839
S1_H_T1202,0.59632
S1_H_T1204,0.47795
S1_H_T1209,0.45999
S1_H_T1211,0.46436
S1_H_T1217,0.54375
S1_H_T1222,0.53585
S1_H_T1228,0.50279
S1_H_T1230,0.64861
S1_H_T1231,0.48094
S1_H_T1233,0.45441
S1_H_T1234,0.4853
S1_H_T1235,0.55422
S1_H_T1237,0.23076
S1_H_T1238,0.59169
S1_H_T1243,0.43142
S1_H_T1245,0.57577
S1_H_T1247,0.56657
S1_H_T1248,0.46494
S1_H_T1249,0.51105
S1_H_T1251,0.47344
S1_H_T1254,0.50286
S1_H_T1255,0.42301
S1_H_T1261,0.43819
S1_H_T1262,0.60911
S1_H_T1264,0.53997
S1_H_T1276,0.50799
S1_H_T1282,0.63465
S1_H_T1283,0.57395
S1_H_T1284,0.48249
S1_H_T1285,0.67003
S1_H_T1287,0.43432
S1_H_T129,0.56154
S1_H_T1293,0.58254
S1_H_T1294,0.46341
S1_H_T1296,0.64076
S1_H_T1297,0.3634
S1_H_T1300,0.39006
S1_H_T1305,0.52729
S1_H_T1306,0.60173
S1_H_T1309,0.40447
S1_H_T1311,0.51031
S1_H_T1312,0.54437
S1_H_T1318,0.49435
S1_H_T132,0.53118
S1_H_T1320,0.51455
S1_H_T1323,0.59314
S1_H_T1324,0.5789
S1_H_T1325,0.57913
S1_H_T1326,0.51573
S1_H_T1328,0.54133
S1_H_T1331,0.63509
S1_H_T1332,0.51394
S1_H_T1334,0.54535
S1_H_T1336,0.52736
S1_H_T1338,0.54777
S1_H_T134,0.485
S1_H_T1344,0.61877
S1_H_T1349,0.46418
S1_H_T1350,0.52116
S1_H_T1351,0.574
S1_H_T1353,0.50392
S1_H_T1360,0.51773
S1_H_T1364,0.53009
S1_H_T1365,0.39539
S1_H_T1371,0.52178
S1_H_T1372,0.61141
S1_H_T1375,0.48721
S1_H_T1381,0.41801
S1_H_T1383,0.48663
S1_H_T1389,0.58661
S1_H_T1392,0.41514
S1_H_T1393,0.38793
S1_H_T1395,0.56932
S1_H_T1396,0.61316
S1_H_T1400,0.58183
S1_H_T1401,0.45169
S1_H_T1408,0.44086
S1_H_T141,0.55454
S1_H_T1410,0.56724
S1_H_T1412,0.60102
S1_H_T1415,0.43608
S1_H_T142,0.46918
S1_H_T1420,0.59578
S1_H_T1429,0.50218
S1_H_T1430,0.41493
S1_H_T1437,0.52491
S1_H_T1439,0.57627
S1_H_T144,0.5508
S1_H_T1441,0.4709
S1_H_T1445,0.61583
S1_H_T1455,0.52195
S1_H_T1456,0.45611
S1_H_T1464,0.49131
S1_H_T1473,0.59681
S1_H_T148,0.44377
S1_H_T1481,0.46682
S1_H_T1485,0.56606
S1_H_T149,0.49258
S1_H_T1490,0.65553
S1_H_T1494,0.42599
S1_H_T1496,0.64065
S1_H_T15,0.54834
S1_H_T1500,0.53619
S1_H_T1507,0.44114
S1_H_T1508,0.52659
S1_H_T1515,0.53116
S1_H_T1520,0.44668
S1_H_T1521,0.49279
S1_H_T1524,0.50234
S1_H_T1525,0.55967
S1_H_T1527,0.57298
S1_H_T153,0.57941
S1_H_T1530,0.484
S1_H_T1531,0.57898
S1_H_T1532,0.47185
S1_H_T1533,0.57686
S1_H_T1534,0.55487
S1_H_T1538,0.52944
S1_H_T1540,0.60116
S1_H_T1541,0.54925
S1_H_T155,0.48539
S1_H_T1552,0.49804
S1_H_T1557,0.51928
S1_H_T156,0.48585
S1_H_T1562,0.51935
S1_H_T1571,0.53049
S1_H_T1573,0.55022
S1_H_T1576,0.4393
S1_H_T1577,0.52907
S1_H_T158,0.47786
S1_H_T1582,0.54566
S1_H_T1586,0.57866
S1_H_T1587,0.51984
S1_H_T1595,0.52936
S1_H_T1597,0.47138
S1_H_T1599,0.44527
S1_H_T1600,0.4942
S1_H_T1601,0.44296
S1_H_T1602,0.55966
S1_H_T1606,0.53548
S1_H_T1607,0.46808
S1_H_T161,0.53481
S1_H_T1610,0.61314
S1_H_T1613,0.43184
S1_H_T1614,0.58532
S1_H_T1615,0.5923
S1_H_T1620,0.47161
S1_H_T1622,0.46015
S1_H_T1624,0.56637
S1_H_T1626,0.56149
S1_H_T1627,0.57591
S1_H_T163,0.63748
S1_H_T1636,0.53291
S1_H_T1638,0.57419
S1_H_T1639,0.46162
S1_H_T164,0.50211
S1_H_T1645,0.52942
S1_H_T1652,0.493
S1_H_T1653,0.46952
S1_H_T1659,0.61309
S1_H_T1662,0.51796
S1_H_T1666,0.63384
S1_H_T1677,0.64158
S1_H_T1678,0.51848
S1_H_T168,0.49103
S1_H_T1682,0.54045
S1_H_T1686,0.47453
S1_H_T1690,0.50346
S1_H_T1691,0.49806
S1_H_T1692,0.50047
S1_H_T1694,0.3996
S1_H_T1697,0.54055
S1_H_T1699,0.48984
S1_H_T1701,0.60999
S1_H_T1704,0.50477
S1_H_T171,0.39583
S1_H_T1715,0.43081
S1_H_T172,0.56376
S1_H_T1724,0.52275
S1_H_T1725,0.71412
S1_H_T1736,0.55507
S1_H_T1737,0.65157
S1_H_T174,0.32476
S1_H_T1746,0.42371
S1_H_T175,0.55137
S1_H_T1751,0.43564
S1_H_T1753,0.55633
S1_H_T1756,0.49759
S1_H_T1758,0.4808
S1_H_T1759,0.42372
S1_H_T176,0.4823
S1_H_T1764,0.60534
S1_H_T1765,0.5775
S1_H_T1766,0.43149
S1_H_T177,0.55505
S1_H_T1770,0.54203
S1_H_T1771,0.37754
S1_H_T1774,0.51673
S1_H_T1778,0.63326
S1_H_T1779,0.60384
S1_H_T1780,0.63318
S1_H_T1783,0.52761
S1_H_T179,0.57019
S1_H_T180,0.61122
S1_H_T1800,0.54981
S1_H_T181,0.34338
S1_H_T1811,0.55733
S1_H_T1812,0.58152
S1_H_T1814,0.52519
S1_H_T1821,0.50124
S1_H_T1824,0.58542
S1_H_T1826,0.67923
S1_H_T1827,0.52908
S1_H_T1831,0.46208
S1_H_T1832,0.37524
S1_H_T1836,0.57005
S1_H_T1841,0.51219
S1_H_T1842,0.47004
S1_H_T1844,0.64647
S1_H_T1847,0.59299
S1_H_T185,0.47887
S1_H_T186,0.54648
S1_H_T1860,0.50471
S1_H_T1862,0.35886
S1_H_T1866,0.50702
S1_H_T187,0.54239
S1_H_T1870,0.52048
S1_H_T1874,0.56579
S1_H_T1876,0.58256
S1_H_T1879,0.48836
S1_H_T188,0.49794
S1_H_T1886,0.62364
S1_H_T1897,0.52878
S1_H_T1898,0.48161
S1_H_T19,0.45236
S1_H_T190,0.59196
S1_H_T1901,0.38867
S1_H_T1906,0.52348
S1_H_T191,0.48737
S1_H_T1911,0.47899
S1_H_T1913,0.50204
S1_H_T192,0.43103
S1_H_T1921,0.54845
S1_H_T1922,0.36914
S1_H_T1923,0.4709
S1_H_T1924,0.53631
S1_H_T1925,0.66377
S1_H_T1926,0.5278
S1_H_T193,0.45267
S1_H_T1934,0.54532
S1_H_T1935,0.57672
S1_H_T1936,0.42382
S1_H_T195,0.47191
S1_H_T1952,0.46419
S1_H_T1953,0.51375
S1_H_T196,0.58417
S1_H_T1962,0.68406
S1_H_T1963,0.59151
S1_H_T1965,0.59419
S1_H_T197,0.4796
S1_H_T1970,0.42629
S1_H_T1975,0.54465
S1_H_T1982,0.59512
S1_H_T1985,0.5959
S1_H_T1987,0.57569
S1_H_T199,0.56734
S1_H_T1990,0.53405
S1_H_T1991,0.51014
S1_H_T1992,0.54781
S1_H_T1994,0.53913
S1_H_T1997,0.34961
S1_H_T2000,0.54554
S1_H_T2002,0.60089
S1_H_T2006,0.66645
S1_H_T2008,0.57829
S1_H_T201,0.52244
S1_H_T2010,0.52588
S1_H_T2013,0.58262
S1_H_T2015,0.57186
S1_H_T2017,0.51404
S1_H_T2019,0.56352
S1_H_T2020,0.53868
S1_H_T2025,0.5836
S1_H_T2027,0.49443
S1_H_T2031,0.42535
S1_H_T2032,0.19855
S1_H_T2036,0.47337
S1_H_T2045,0.4717
S1_H_T2050,0.42511
S1_H_T2055,0.57885
S1_H_T2061,0.44164
S1_H_T2062,0.5382
S1_H_T2064,0.48155
S1_H_T2066,0.51153
S1_H_T2070,0.51078
S1_H_T2071,0.43941
S1_H_T2075,0.55268
S1_H_T2077,0.64138
S1_H_T208,0.31518
S1_H_T2082,0.49105
S1_H_T2084,0.47024
S1_H_T2086,0.32674
S1_H_T2089,0.58532
S1_H_T2094,0.58225
S1_H_T2095,0.48162
S1_H_T2097,0.52826
S1_H_T2100,0.60418
S1_H_T2105,0.68421
S1_H_T2107,0.4709
S1_H_T2109,0.46235
S1_H_T211,0.59759
S1_H_T2113,0.50409
S1_H_T2120,0.49024
S1_H_T2127,0.48014
S1_H_T2129,0.60442
S1_H_T213,0.44905
S1_H_T2130,0.40113
S1_H_T2143,0.48284
S1_H_T2144,0.48882
S1_H_T2147,0.55299
S1_H_T2151,0.38302
S1_H_T2153,0.58505
S1_H_T2158,0.53225
S1_H_T216,0.4762
S1_H_T2160,0.43264
S1_H_T2163,0.5482
S1_H_T2164,0.52241
S1_H_T2166,0.52828
S1_H_T2167,0.61043
S1_H_T2168,0.4834
S1_H_T2174,0.60928
S1_H_T2176,0.50696
S1_H_T2178,0.37401
S1_H_T2181,0.61547
S1_H_T2182,0.56921
S1_H_T2187,0.46832
S1_H_T2189,0.50293
S1_H_T2191,0.42686
S1_H_T2194,0.46139
S1_H_T2195,0.44584
S1_H_T2197,0.35029
S1_H_T2200,0.56777
S1_H_T2205,0.56738
S1_H_T2208,0.35601
S1_H_T221,0.52224
S1_H_T2210,0.43376
S1_H_T222,0.55564
S1_H_T2226,0.47989
S1_H_T2233,0.68433
S1_H_T2234,0.52184
S1_H_T2235,0.55184
S1_H_T2239,0.53047
S1_H_T224,0.67237
S1_H_T2246,0.64252
S1_H_T2250,0.67401
S1_H_T2252,0.53382
S1_H_T2253,0.56211
S1_H_T2254,0.69476
S1_H_T2255,0.47009
S1_H_T2258,0.38305
S1_H_T226,0.50119
S1_H_T2261,0.56901
S1_H_T2269,0.60188
S1_H_T227,0.47118
S1_H_T2271,0.47041
S1_H_T2272,0.42173
S1_H_T2273,0.41979
S1_H_T228,0.47441
S1_H_T2280,0.5446
S1_H_T2281,0.46917
S1_H_T2284,0.64903
S1_H_T229,0.61366
S1_H_T2295,0.5173
S1_H_T2296,0.59067
S1_H_T2298,0.55943
S1_H_T2301,0.49936
S1_H_T2302,0.37642
S1_H_T2303,0.63226
S1_H_T2305,0.49576
S1_H_T2311,0.53404
S1_H_T2313,0.58713
S1_H_T2317,0.57349
S1_H_T2323,0.61069
S1_H_T2324,0.45674
S1_H_T2328,0.49705
S1_H_T2330,0.61287
S1_H_T2331,0.45778
S1_H_T2332,0.49256
S1_H_T2333,0.60864
S1_H_T2334,0.64572
S1_H_T2336,0.661
S1_H_T2338,0.55833
S1_H_T2342,0.46477
S1_H_T2344,0.61391
S1_H_T2353,0.43196
S1_H_T2360,0.45678
S1_H_T2362,0.65336
S1_H_T2364,0.66057
S1_H_T2365,0.42755
S1_H_T2377,0.58162
S1_H_T238,0.65247
S1_H_T2380,0.46376
S1_H_T2385,0.64454
S1_H_T2387,0.56101
S1_H_T2390,0.59411
S1_H_T2391,0.60908
S1_H_T2393,0.54767
S1_H_T2396,0.49973
S1_H_T2397,0.48057
S1_H_T2398,0.43157
S1_H_T2399,0.54808
S1_H_T24,0.61445
S1_H_T2401,0.45724
S1_H_T2405,0.70483
S1_H_T2408,0.60264
S1_H_T242,0.51203
S1_H_T2420,0.39615
S1_H_T2421,0.4959
S1_H_T2422,0.32668
S1_H_T2427,0.48523
S1_H_T2429,0.61233
S1_H_T2432,0.56589
S1_H_T2436,0.48529
S1_H_T2437,0.43251
S1_H_T2445,0.67982
S1_H_T2446,0.43101
S1_H_T2449,0.56931
S1_H_T245,0.4735
S1_H_T2450,0.67009
S1_H_T2454,0.47763
S1_H_T2459,0.40643
S1_H_T2462,0.38703
S1_H_T2468,0.47419
S1_H_T2470,0.48569
S1_H_T2475,0.51118
S1_H_T2481,0.47482
S1_H_T2485,0.58136
S1_H_T2488,0.54465
S1_H_T2491,0.48042
S1_H_T2495,0.52363
S1_H_T2497,0.55845
S1_H_T25,0.44045
S1_H_T2502,0.62355
S1_H_T2507,0.36915
S1_H_T251,0.67158
S1_H_T2511,0.60878
S1_H_T2513,0.6538
S1_H_T2519,0.52517
S1_H_T2520,0.54881
S1_H_T2524,0.48478
S1_H_T2526,0.55979
S1_H_T2531,0.6032
S1_H_T2536,0.52496
S1_H_T2538,0.4823
S1_H_T2539,0.5009
S1_H_T2543,0.54736
S1_H_T2544,0.50581
S1_H_T2546,0.50796
S1_H_T2547,0.64979
S1_H_T2552,0.52945
S1_H_T2555,0.56122
S1_H_T2559,0.44206
S1_H_T256,0.53903
S1_H_T2561,0.5643
S1_H_T2563,0.54026
S1_H_T2569,0.59965
S1_H_T2572,0.59777
S1_H_T2574,0.52423
S1_H_T2575,0.53816
S1_H_T2582,0.38651
S1_H_T2584,0.46741
S1_H_T2588,0.41448
S1_H_T2589,0.70336
S1_H_T2594,0.45421
S1_H_T2595,0.52119
S1_H_T2602,0.49166
S1_H_T2604,0.52178
S1_H_T261,0.49872
S1_H_T2612,0.5561
S1_H_T2613,0.50428
S1_H_T2616,0.62305
S1_H_T2622,0.48302
S1_H_T2625,0.55395
S1_H_T2627,0.42384
S1_H_T2629,0.48792
S1_H_T2642,0.39546
S1_H_T2646,0.68792
S1_H_T2649,0.34276
S1_H_T265,0.56211
S1_H_T2652,0.44021
S1_H_T2658,0.50871
S1_H_T2665,0.57513
S1_H_T2669,0.45792
S1_H_T2671,0.50331
