id,dg,x0,t0
S1_H_T1573,0.5502199999999999,6.6543,1
S1_H_T1576,0.4393,7.1585,1
S1_H_T1577,0.5290699999999999,6.9192,1
S1_H_T158,0.47786000000000006,6.3312,1
S1_H_T1582,0.54566,6.7723,1
S1_H_T1595,0.52936,8.2719,1
S1_H_T1601,0.44296,6.5153,1
S1_H_T1610,0.61314,7.4288,1
S1_H_T1614,0.58532,9.869,1
S1_H_T1627,0.57591,7.1704,1
S1_H_T163,0.63748,9.2041,1
S1_H_T1678,0.51848,6.756,1
S1_H_T1686,0.47453,7.0382,1
S1_H_T1690,0.50346,6.9037,1
S1_H_T1701,0.6099899999999999,7.4315,1
S1_H_T171,0.39583,6.8858,1
S1_H_T1725,0.71412,7.8333,1
S1_H_T1756,0.49759,8.4948,1
S1_H_T1759,0.42372,6.8417,1
S1_H_T1780,0.63318,8.1384,1
S1_H_T179,0.57019,8.7896,1
S1_H_T1812,0.58152,8.3228,1
S1_H_T1831,0.46208,6.2543,1
S1_H_T1832,0.37524,6.1706,1
S1_H_T185,0.47886999999999996,6.6602,1
S1_H_T1862,0.35886,6.8073,1
S1_H_T187,0.5423899999999999,8.6378,1
S1_H_T1874,0.56579,8.6437,1
S1_H_T1876,0.5825600000000001,8.0971,1
S1_H_T1898,0.48161000000000004,6.936,1
S1_H_T19,0.45236000000000004,7.1275,1
S1_H_T192,0.43103,7.4448,1
S1_H_T1921,0.54845,7.6802,1
S1_H_T1922,0.36914,6.5282,1
S1_H_T1924,0.5363100000000001,7.6672,1
S1_H_T1925,0.66377,8.1809,1
S1_H_T193,0.45266999999999996,7.4476,1
S1_H_T1936,0.42382,7.5498,1
S1_H_T1952,0.46418999999999994,7.7034,1
S1_H_T1953,0.51375,7.0012,1
S1_H_T1970,0.42628999999999995,7.7333,1
S1_H_T1987,0.5756899999999999,6.9362,1
S1_H_T1997,0.34961,6.7358,1
S1_H_T201,0.52244,7.5327,1
S1_H_T2013,0.58262,8.8744,1
S1_H_T2032,0.19855,7.8061,1
S1_H_T2050,0.42511000000000004,7.376,1
S1_H_T2055,0.57885,7.1438,1
S1_H_T2066,0.51153,6.7258,1
S1_H_T2070,0.51078,7.1978,1
S1_H_T2077,0.6413800000000001,7.4186,1
S1_H_T2084,0.47024,6.5487,1
S1_H_T2086,0.32674000000000003,8.2689,1
S1_H_T2089,0.58532,9.869,1
S1_H_T2094,0.58225,7.6543,1
S1_H_T2095,0.48162,6.7061,1
S1_H_T2100,0.60418,8.0724,1
S1_H_T211,0.59759,7.2829,1
S1_H_T2127,0.48013999999999996,8.0391,1
S1_H_T2130,0.40113000000000004,6.5688,1
S1_H_T2151,0.38301999999999997,6.4601,1
S1_H_T2158,0.53225,8.5795,1
S1_H_T2164,0.52241,8.7248,1
S1_H_T2167,0.61043,8.8619,1
S1_H_T2176,0.5069600000000001,7.1267,1
S1_H_T2191,0.42686,6.2252,1
S1_H_T2226,0.47989,6.2729,1
S1_H_T2250,0.67401,8.3252,1
S1_H_T2253,0.56211,7.6553,1
S1_H_T2258,0.38305,8.122,1
S1_H_T2269,0.60188,7.0569,1
S1_H_T227,0.47118000000000004,8.2159,1
S1_H_T2271,0.47041000000000005,7.1137,1
S1_H_T2273,0.41978999999999994,8.4701,1
S1_H_T228,0.47441000000000005,7.7281,1
S1_H_T2301,0.49936,6.5083,1
S1_H_T2302,0.37642,6.6604,1
S1_H_T2303,0.63226,7.6905,1
S1_H_T2305,0.49576000000000003,7.7454,1
S1_H_T2317,0.5734899999999999,7.2764,1
S1_H_T2328,0.49705,7.0003,1
S1_H_T2333,0.60864,8.1944,1
S1_H_T2334,0.64572,7.6399,1
S1_H_T2344,0.6139100000000001,7.1261,1
S1_H_T2353,0.43196,8.4114,1
S1_H_T2362,0.65336,8.1754,1
S1_H_T2377,0.58162,8.8928,1
S1_H_T2390,0.59411,9.5277,1
S1_H_T2398,0.43157,6.5176,1
S1_H_T2408,0.60264,7.901,1
S1_H_T2420,0.39615,6.9597,1
S1_H_T2421,0.4959,7.1298,1
S1_H_T2481,0.47481999999999996,7.8349,1
S1_H_T2485,0.58136,8.0198,1
S1_H_T2495,0.52363,8.7571,1
S1_H_T2511,0.60878,7.4797,1
S1_H_T2513,0.6538,8.0479,1
S1_H_T2519,0.52517,8.2792,1
S1_H_T2531,0.6032,7.196000000000001,1
S1_H_T2536,0.52496,7.3896,1
S1_H_T2543,0.5473600000000001,8.9744,1
S1_H_T2544,0.50581,7.2747,1
S1_H_T2546,0.5079600000000001,6.6039,1
S1_H_T2555,0.5612199999999999,7.1982,1
S1_H_T2559,0.44206000000000006,6.5279,1
S1_H_T2561,0.5643,9.2452,1
S1_H_T2569,0.59965,7.1784,1
S1_H_T2602,0.49166000000000004,7.5443,1
S1_H_T2604,0.52178,6.6871,1
S1_H_T2613,0.5042800000000001,7.1082,1
S1_H_T2642,0.39546,7.5629,1
S1_H_T2646,0.68792,9.1442,1
S1_H_T2649,0.34276,6.2875,1
S1_H_T265,0.56211,7.6553,1
S1_H_T2652,0.44021000000000005,7.218,1
S1_H_T2658,0.50871,6.6513,1
S1_H_T2665,0.57513,7.9537,1
S1_H_T2683,0.54705,6.6825,1
S1_H_T2693,0.49643000000000004,7.8951,1
S1_H_T2722,0.58128,7.147,1
S1_H_T2726,0.41091000000000005,10.437999999999999,1
S1_H_T2730,0.41963999999999996,6.5462,1
S1_H_T276,0.5346,7.9686,1
S1_H_T2761,0.57986,7.1751,1
S1_H_T277,0.7754,9.427,1
S1_H_T2774,0.38259,7.4756,1
S1_H_T279,0.43282,6.5522,1
S1_H_T2805,0.48903,8.1998,1
S1_H_T2806,0.53863,8.0368,1
S1_H_T2812,0.38983,7.7058,1
S1_H_T2833,0.45091000000000003,7.2609,1
S1_H_T2839,0.49575,8.5268,1
S1_H_T284,0.57339,8.8025,1
S1_H_T2843,0.4398,7.6265,1
S1_H_T2844,0.5472199999999999,7.1519,1
S1_H_T2852,0.51884,8.7585,1
S1_H_T2855,0.5079,6.6536,1
S1_H_T2889,0.47253999999999996,6.8914,1
S1_H_T290,0.60542,8.361,1
S1_H_T2944,0.53956,6.8066,1
S1_H_T2976,0.50254,6.8719,1
S1_H_T2979,0.49737,7.4525,1
S1_H_T2988,0.3412,7.9429,1
S1_H_T3014,0.47315,7.6126,1
S1_H_T3020,0.59067,7.8921,1
S1_H_T3023,0.66082,9.2238,1
S1_H_T3025,0.5263100000000001,7.1353,1
S1_H_T3033,0.6691,7.5895,1
S1_H_T3046,0.67255,9.4943,1
S1_H_T3062,0.34524,9.5045,1
S1_H_T3063,0.57389,8.2255,1
S1_H_T3071,0.56781,7.5369,1
S1_H_T3076,0.42018999999999995,7.0576,1
S1_H_T3079,0.51928,9.0319,1
S1_H_T3097,0.54123,6.857,1
S1_H_T3121,0.46623000000000003,7.0474,1
S1_H_T315,0.50969,8.0159,1
S1_H_T317,0.5616300000000001,9.6158,1
S1_H_T3171,0.42788000000000004,8.5655,1
S1_H_T3179,0.65189,9.0115,1
S1_H_T3186,0.57011,6.8941,1
S1_H_T3187,0.5020899999999999,8.4351,1
S1_H_T3202,0.5271399999999999,7.6014,1
S1_H_T3203,0.53504,8.5804,1
S1_H_T3215,0.61475,8.914,1
S1_H_T3236,0.46037,8.6571,1
S1_H_T3237,0.51835,9.2019,1
S1_H_T3243,0.66032,10.0957,1
S1_H_T3247,0.53899,8.2537,1
S1_H_T3248,0.54262,9.8853,1
S1_H_T325,0.42063,7.5437,1
S1_H_T3254,0.49845,7.5738,1
S1_H_T3268,0.54076,7.4157,1
S1_H_T3290,0.5617300000000001,7.1815,1
S1_H_T3308,0.45092,6.5257,1
S1_H_T3311,0.51113,7.7878,1
S1_H_T3320,0.45643999999999996,8.4413,1
S1_H_T3324,0.5331,6.8609,1
S1_H_T3328,0.45223,6.9995,1
S1_H_T3350,0.44783,6.4929,1
S1_H_T3366,0.38883,7.4287,1
S1_H_T3368,0.57816,8.2266,1
S1_H_T3374,0.71134,8.1109,1
S1_H_T3386,0.76636,10.7282,1
S1_H_T3394,0.61463,7.7396,1
S1_H_T3396,0.46921,6.3259,1
S1_H_T3402,0.5061,6.6491,1
S1_H_T3424,0.48886999999999997,7.7496,1
S1_H_T3427,0.46325,8.2965,1
S1_H_T3434,0.5657399999999999,8.0169,1
S1_H_T3440,0.60334,8.0327,1
S1_H_T3441,0.5958,8.0243,1
S1_H_T3465,0.51117,6.9742,1
S1_H_T3472,0.6449699999999999,8.9259,1
S1_H_T3494,0.6725800000000001,8.1821,1
S1_H_T3498,0.46381000000000006,7.3921,1
S1_H_T3505,0.55683,7.9176,1
S1_H_T3509,0.56463,7.1076,1
S1_H_T3517,0.40645,7.0449,1
S1_H_T3530,0.62879,9.2339,1
S1_H_T3536,0.4622,6.7235,1
S1_H_T3548,0.61059,7.7407,1
S1_H_T3569,0.5917399999999999,9.1919,1
S1_H_T3574,0.3705,8.3209,1
S1_H_T3582,0.56909,7.461,1
S1_H_T3588,0.61945,7.5001,1
S1_H_T3641,0.55069,8.0893,1
S1_H_T3643,0.35591999999999996,7.0259,1
S1_H_T3647,0.57397,9.023,1
S1_H_T3649,0.55396,9.7271,1
S1_H_T366,0.54806,7.3922,1
S1_H_T3662,0.62193,7.8382,1
S1_H_T3664,0.56657,7.1307,1
S1_H_T3665,0.53746,7.6479,1
S1_H_T3704,0.47572,6.9997,1
S1_H_T3705,0.70115,7.7521,1
S1_H_T372,0.44916000000000006,9.7052,1
S1_H_T3725,0.5592199999999999,8.2164,1
S1_H_T3742,0.44256,7.486000000000001,1
S1_H_T3759,0.45843,6.5482,1
S1_H_T3769,0.51232,6.832999999999999,1
S1_H_T3772,0.44966000000000006,7.4159,1
S1_H_T3773,0.56653,7.4717,1
S1_H_T3776,0.52331,6.7716,1
S1_H_T3781,0.4344,7.1963,1
S1_H_T3783,0.54076,8.3065,1
S1_H_T3787,0.56311,7.4111,1
S1_H_T3802,0.55691,8.3888,1
S1_H_T3807,0.46119,8.204,1
S1_H_T3810,0.6304,8.9826,1
S1_H_T3813,0.5859,9.5795,1
S1_H_T3831,0.41381999999999997,7.462999999999999,1
S1_H_T3841,0.46986999999999995,8.4048,1
S1_H_T3850,0.60521,8.9147,1
S1_H_T3857,0.53268,6.954,1
S1_H_T3879,0.55635,6.7869,1
S1_H_T3896,0.5844600000000001,8.9964,1
S1_H_T3899,0.55791,8.0392,1
S1_H_T393,0.57976,8.1667,1
S1_H_T3932,0.39745,8.0827,1
S1_H_T3933,0.50061,8.2047,1
S1_H_T3935,0.36785,6.5719,1
S1_H_T3971,0.5464600000000001,7.202000000000001,1
S1_H_T398,0.48128999999999994,8.0411,1
S1_H_T3980,0.47648,9.9723,1
S1_H_T3984,0.50156,6.8844,1
S1_H_T3988,0.40876999999999997,6.4613,1
S1_H_T3993,0.51954,6.6351,1
S1_H_T3997,0.3354,8.0269,1
S1_H_T4008,0.6503800000000001,7.7835,1
S1_H_T4019,0.49578999999999995,8.4936,1
S1_H_T4027,0.62185,7.9334,1
S1_H_T4042,0.54984,8.0337,1
S1_H_T4044,0.41821,9.9013,1
S1_H_T4055,0.46352,6.4115,1
S1_H_T4063,0.50134,8.8567,1
S1_H_T4087,0.5425800000000001,7.8241,1
S1_H_T4088,0.47295,6.7434,1
S1_H_T4096,0.6345,8.5944,1
S1_H_T4098,0.44743,8.7306,1
S1_H_T41,0.50579,6.4466,1
S1_H_T4110,0.32484,7.8006,1
S1_H_T4140,0.63376,7.3902,1
S1_H_T4143,0.52487,7.48,1
S1_H_T4145,0.58729,9.003,1
S1_H_T4149,0.33684000000000003,7.8432,1
S1_H_T4152,0.5806100000000001,7.1427,1
S1_H_T4157,0.6269100000000001,7.4332,1
S1_H_T4162,0.46676000000000006,8.4454,1
S1_H_T417,0.56484,8.4833,1
S1_H_T4170,0.60063,7.6018,1
S1_H_T4179,0.4404,7.3109,1
S1_H_T4189,0.53332,7.5838,1
S1_H_T4200,0.5873,8.0349,1
S1_H_T4214,0.46643999999999997,7.4428,1
S1_H_T4232,0.5172899999999999,7.9483,1
S1_H_T4266,0.627,7.6897,1
S1_H_T4281,0.57211,7.047999999999999,1
S1_H_T4301,0.69118,9.1504,1
S1_H_T4310,0.39701,6.3899,1
S1_H_T4321,0.45085,7.5763,1
S1_H_T4337,0.46247,6.4339,1
S1_H_T4361,0.5714899999999999,7.5802,1
S1_H_T4389,0.51273,7.3613,1
S1_H_T439,0.5105,6.8531,1
S1_H_T4415,0.43864,7.0507,1
S1_H_T4422,0.72243,9.1726,1
S1_H_T4428,0.56704,7.2617,1
S1_H_T4434,0.5162100000000001,9.6326,1
S1_H_T4437,0.64644,9.5051,1
S1_H_T4438,0.5333,7.2428,1
S1_H_T4439,0.60104,8.0714,1
S1_H_T445,0.5502100000000001,6.7195,1
S1_H_T4456,0.55443,7.0454,1
S1_H_T4457,0.48396000000000006,6.9061,1
S1_H_T448,0.55793,6.9854,1
S1_H_T4483,0.48694,7.2578,1
S1_H_T4496,0.4636,6.9751,1
S1_H_T4519,0.39809,7.0725,1
S1_H_T4521,0.60956,8.6127,1
S1_H_T4541,0.5525,8.3166,1
S1_H_T4562,0.5061,6.6491,1
S1_H_T4574,0.60012,7.6363,1
S1_H_T4576,0.50569,7.7572,1
S1_H_T458,0.5522199999999999,7.4376,1
S1_H_T4580,0.61849,8.0205,1
S1_H_T4582,0.6402100000000001,8.7181,1
S1_H_T4591,0.5626899999999999,8.0075,1
S1_H_T46,0.48505,7.4275,1
S1_H_T4609,0.62931,7.6832,1
S1_H_T4620,0.54794,8.2427,1
S1_H_T4623,0.5966899999999999,7.5341,1
S1_H_T4641,0.49504,6.737,1
S1_H_T4646,0.55369,7.707000000000001,1
S1_H_T4661,0.55416,7.4046,1
S1_H_T4668,0.50694,6.939,1
S1_H_T4693,0.52892,7.4087,1
S1_H_T4694,0.31903000000000004,6.5313,1
S1_H_T4699,0.40321999999999997,8.3517,1
S1_H_T4712,0.51272,6.6106,1
S1_H_T4713,0.52646,8.3597,1
S1_H_T4737,0.58052,7.1402,1
S1_H_T4739,0.59486,8.7847,1
S1_H_T4740,0.56775,6.9557,1
S1_H_T4745,0.36099000000000003,7.2753,1
S1_H_T4754,0.41566000000000003,6.4099,1
S1_H_T4770,0.3868,6.4453,1
S1_H_T4794,0.6291899999999999,9.3445,1
S1_H_T4831,0.4016,8.6418,1
S1_H_T4844,0.44564,6.482,1
S1_H_T4853,0.62997,7.447,1
S1_H_T4875,0.54542,8.1846,1
S1_H_T4880,0.47116,7.4618,1
S1_H_T4892,0.48422,6.5787,1
S1_H_T4917,0.49696,6.3436,1
S1_H_T4920,0.56358,9.7659,1
S1_H_T4928,0.5464899999999999,9.3816,1
S1_H_T4929,0.3816,10.5482,1
S1_H_T4930,0.54802,7.7637,1
S1_H_T4933,0.38828,7.9756,1
S1_H_T494,0.34961,6.7358,1
S1_H_T4951,0.64335,8.3442,1
S1_H_T496,0.44509,8.0944,1
S1_H_T4971,0.50603,8.6904,1
S1_H_T4977,0.44287,7.4862,1
S1_H_T4988,0.57627,8.1809,1
S1_H_T4989,0.45161999999999997,6.3848,1
S1_H_T4997,0.6215,7.3907,1
S1_H_T5,0.6121,7.5536,1
S1_H_T5001,0.41597,7.8838,1
S1_H_T5033,0.34306,6.9361,1
S1_H_T5034,0.5992,7.3145,1
S1_H_T5058,0.47121999999999997,8.6858,1
S1_H_T5065,0.54309,7.0073,1
S1_H_T5069,0.6423300000000001,8.0333,1
S1_H_T5076,0.49709,6.9723,1
S1_H_T5077,0.5753699999999999,7.7269,1
S1_H_T5081,0.58212,8.3711,1
S1_H_T5085,0.46228,6.6911,1
S1_H_T5088,0.58692,7.3733,1
S1_H_T5112,0.56489,7.9047,1
S1_H_T5119,0.61425,7.3196,1
S1_H_T5124,0.64915,7.5952,1
S1_H_T5126,0.6024,8.8383,1
S1_H_T5131,0.48472,8.3301,1
S1_H_T5133,0.5757899999999999,10.0651,1
S1_H_T5143,0.44211999999999996,6.301,1
S1_H_T5144,0.69594,8.2834,1
S1_H_T5152,0.49728999999999995,8.4651,1
S1_H_T5155,0.26929000000000003,7.5129,1
S1_H_T5225,0.55302,8.3315,1
S1_H_T5230,0.40016999999999997,7.103,1
S1_H_T5240,0.5095,7.9919,1
S1_H_T5243,0.57919,8.6451,1
S1_H_T5246,0.5129100000000001,6.8124,1
S1_H_T5268,0.44948999999999995,6.3683,1
S1_H_T5276,0.61487,8.2706,1
S1_H_T5283,0.40359,6.2673,1
S1_H_T5297,0.48275,7.5895,1
S1_H_T5301,0.59948,7.5142,1
S1_H_T5314,0.55666,8.3628,1
S1_H_T5345,0.42333999999999994,7.0209,1
S1_H_T5347,0.6120899999999999,7.5337,1
S1_H_T5353,0.55835,6.775,1
S1_H_T5362,0.43216000000000004,6.3984,1
S1_H_T5364,0.4055,8.4489,1
S1_H_T5366,0.51323,6.8416,1
S1_H_T5371,0.5837,8.5418,1
S1_H_T5386,0.6312800000000001,8.0028,1
S1_H_T539,0.56253,7.4799,1
S1_H_T5405,0.5193800000000001,8.7346,1
S1_H_T5413,0.65455,8.3816,1
S1_H_T5429,0.59215,8.3402,1
S1_H_T5439,0.43748000000000004,6.5987,1
S1_H_T5447,0.48339,9.1333,1
S1_H_T5453,0.29299000000000003,7.5125,1
S1_H_T547,0.56716,7.6457,1
S1_H_T5473,0.53209,8.1888,1
S1_H_T5478,0.4697,7.3975,1
S1_H_T5494,0.5050899999999999,6.994,1
S1_H_T5498,0.5223300000000001,9.1956,1
S1_H_T55,0.5102899999999999,9.3071,1
S1_H_T5505,0.5647800000000001,7.8917,1
S1_H_T5508,0.34969,6.9561,1
S1_H_T5528,0.58753,8.7506,1
S1_H_T5537,0.56707,7.4678,1
S1_H_T5554,0.52886,7.944,1
S1_H_T5565,0.51862,7.6979999999999995,1
S1_H_T5566,0.45631000000000005,8.0278,1
S1_H_T5569,0.5457,8.4934,1
S1_H_T5580,0.52383,8.0132,1
S1_H_T5583,0.6469,9.1068,1
S1_H_T5594,0.63705,9.7531,1
S1_H_T5610,0.50426,6.3934,1
S1_H_T5618,0.27224,7.4216,1
S1_H_T563,0.52458,6.8212,1
S1_H_T5637,0.50613,9.1152,1
S1_H_T5639,0.39096,7.4772,1
S1_H_T5654,0.53166,7.0222,1
S1_H_T5665,0.40465,7.7891,1
S1_H_T5686,0.58333,7.9124,1
S1_H_T5691,0.7288899999999999,8.8102,1
S1_H_T5697,0.536,7.6201,1
S1_H_T5701,0.59839,7.4554,1
S1_H_T5718,0.51577,8.3456,1
S1_H_T5719,0.59554,7.4199,1
S1_H_T5744,0.63635,7.691,1
S1_H_T575,0.56167,6.9089,1
S1_H_T5773,0.19161,6.5477,1
S1_H_T5784,0.5300699999999999,7.4718,1
S1_H_T5794,0.57368,8.2328,1
S1_H_T5801,0.43504,7.2392,1
S1_H_T5814,0.5977100000000001,7.5183,1
S1_H_T5818,0.55635,7.6512,1
S1_H_T5819,0.35746999999999995,6.4576,1
S1_H_T5833,0.5875,7.5201,1
S1_H_T584,0.5844,10.2596,1
S1_H_T5857,0.62262,8.7319,1
S1_H_T5863,0.29495,7.0535,1
S1_H_T5868,0.5534399999999999,8.3572,1
S1_H_T5870,0.44235,7.5942,1
S1_H_T5873,0.6079600000000001,8.1343,1
S1_H_T5877,0.5917,7.4961,1
S1_H_T5907,0.50969,6.8009,1
S1_H_T5915,0.61947,7.5147,1
S1_H_T592,0.41575,6.4255,1
S1_H_T5921,0.68845,8.12,1
S1_H_T5939,0.54047,7.9325,1
S1_H_T5952,0.48443,8.1493,1
S1_H_T5980,0.47515,6.5849,1
S1_H_T5991,0.56328,7.5261,1
S1_H_T5996,0.34192,7.2641,1
S1_H_T6016,0.52561,9.2054,1
S1_H_T602,0.52167,6.7837,1
S1_H_T6023,0.62857,7.3848,1
S1_H_T6045,0.6119899999999999,10.5405,1
S1_H_T6055,0.60995,8.4385,1
S1_H_T6084,0.38545,7.8773,1
S1_H_T609,0.4989,7.8669,1
S1_H_T6120,0.65663,8.0725,1
S1_H_T6139,0.55106,9.0743,1
S1_H_T6147,0.58704,8.3595,1
S1_H_T6150,0.51137,6.5763,1
S1_H_T6161,0.72806,8.5766,1
S1_H_T6164,0.41,8.2926,1
S1_H_T6175,0.49296,7.343,1
